,url,title,date,administrator
0,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753201,공지(강원도) 신흥사 2기 지역미래불자육성장학 장학생 선발 안내,2023.11.30.,김시현
1,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753164,공지2023학년도 국가우수이공계장학금 한학기지원 유형 장학생 선발,2023.11.27.,이동렬
2,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753159,공지2023학년도 해외학술탐방장학 최종합격자 공지,2023.11.27.,변웅기
3,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753140,공지2024학년도 1학기 학자금대출 사전신청 일정 안내,2023.11.24.,이동렬
4,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753068,공지★중요★ 2024년 1학기 국가장학금 1차 신청 일정 안내,2023.11.20.,이동렬
5,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753058,공지2023년 제 11회 저소득층 생활비 및 장학금 지원사업 안내,2023.11.17.,변웅기
6,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753056,공지신흥사(경기도 화성시) - 지역미래불자육성장학 장학생 선발 안내,2023.11.17.,김시현
7,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753044,공지2023학년도 해외학술탐방장학 서류합격자 발표 및 면접 일정 안내,2023.11.16.,김민경
8,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752789,공지동국사랑 1.1.1 장학 신청 안내,2023.10.27.,변웅기
9,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752610,공지2023-2학기 인서장학생 선발 안내,2023.10.20.,변웅기
10,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753243,2024년 1학기 강남장학회 장학생 선발,2023.12.05.,김다나
11,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753220,2024년 건설근로자 자녀 대학생 신규 협성장학생 선발,2023.12.01.,김다나
12,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753201,(강원도) 신흥사 2기 지역미래불자육성장학 장학생 선발 안내,2023.11.30.,김시현
13,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753193,2024의생명 과학분야 장학생 선발 안내,2023.11.29.,김다나
14,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753164,2023학년도 국가우수이공계장학금 한학기지원 유형 장학생 선발,2023.11.27.,이동렬
15,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753159,2023학년도 해외학술탐방장학 최종합격자 공지,2023.11.27.,변웅기
16,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753157,2024년 삼성드림클래스 대학생멘토 선발,2023.11.27.,김다나
17,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753146,2024년도 관정이종환교육재단 학부 장학생 모집 안내(기간연장),2023.11.24.,김다나
18,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753140,2024학년도 1학기 학자금대출 사전신청 일정 안내,2023.11.24.,이동렬
19,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26753112,2024 독일 정부초청(DAAD) 섬머코스 장학생 선발 안내,2023.11.22.,김다나
