학년/가진급학년,교과과정,교과영역구분,학수강좌번호,교과목명,교원명,수업캠퍼스,요일/시간,강의실,학점,이론,실습,공학설계,강의계획서,교과목해설,강의유형,강의종류,이수구분,개설대학,개설학과/전공,교과목영문명
1학년,공통교양,영어,RGC1081-19,EAS2,찰스크로이터,서울,월1.0-2.5/09:00-11:00,207-107(혜화관 107 107 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-20,EAS2,벤윌리스,서울,목2.0-3.5/10:00-12:00,102-462(학술/문화관 K462 462 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-21,EAS2,스티븐쿤스,서울,화10.0-11.5/18:00-19:40,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-22,EAS2,스티븐쿤스,서울,목10.0-11.5/18:00-19:40,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-23,EAS2,바트서플,서울,월8.0-9.5/16:00-18:00,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-24,EAS2,게럿파월,서울,월8.5-10.0/16:30-18:25,207-104(혜화관 104 104 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-26,EAS2,소컴켕,서울,목8.0-9.5/16:00-18:00,207-623(혜화관  623 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-27,EAS2,김명숙,서울,월7.0-8.5/15:00-17:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-29,EAS2,사무엘오스틴,서울,목5.0-6.5/13:00-15:00,207-113(혜화관 113 113 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-31,EAS2,데이린프롤리,일산,월7.0-8.5/15:00-17:00,1102-132(종합강의동 132 세미나실1),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-32,EAS2,션커멘,일산,월4.0-5.5/12:00-14:00,1102-132(종합강의동 132 세미나실1),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-33,EAS2,브라이언킨,서울,목7.0-8.5/15:00-17:00,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-34,EAS2,사무엘오스틴,서울,목7.0-8.5/15:00-17:00,201-129(사회과학/경영관 M129 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-35,EAS2,키아란피에차카,서울,수1.0-2.5/09:00-11:00,207-104(혜화관 104 104 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-36,EAS2,찰스크로이터,서울,화3.0-4.5/11:00-13:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-37,EAS2,사무엘맥도널드,서울,수5.0-6.5/13:00-15:00,207-104(혜화관 104 104 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-38,EAS2,마이클오코넬,서울,수7.0-8.5/15:00-17:00,207-104(혜화관 104 104 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-39,EAS2,데런크레인,서울,수9.0-10.5/17:00-18:50,207-104(혜화관 104 104 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-4,EAS2,캐서린무어,서울,목4.0-5.5/12:00-14:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-40,EAS2,제프리조단,서울,목4.0-5.5/12:00-14:00,207-105(혜화관 105 105 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-41,EAS2,에이미우,서울,목6.0-7.5/14:00-16:00,102-443(학술/문화관 K443 443 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-42,EAS2,크레이그블리스,서울,금1.0-2.5/09:00-11:00,207-104(혜화관 104 104 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-43,EAS2,크레이그블리스,서울,금3.0-4.5/11:00-13:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-44,EAS2,패트릭,서울,화1.0-2.5/09:00-11:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-45,EAS2,사무엘맥도널드,서울,화3.0-4.5/11:00-13:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-47,EAS2,제이미커크,서울,화7.0-8.5/15:00-17:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-48,EAS2,데이린프롤리,서울,화9.0-10.5/17:00-18:50,207-105(혜화관 105 105 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-49,EAS2,패트릭,서울,수1.0-2.5/09:00-11:00,207-107(혜화관 107 107 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-5,EAS2,데미안,서울,월2.0-3.5/10:00-12:00,102-217(학술/문화관 K217 217 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-50,EAS2,제이미커크,서울,수8.0-9.5/16:00-18:00,201-134(사회과학/경영관 M134 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-52,EAS2,찰스크로이터,서울,금1.0-2.5/09:00-11:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-53,EAS2,데미안,서울,금3.0-4.5/11:00-13:00,207-105(혜화관 105 105 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-54,EAS2,에린오카모토,서울,금5.0-6.5/13:00-15:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-55,EAS2,데런크레인,서울,금5.0-6.5/13:00-15:00,303-131(법학/만해관 B174 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-56,EAS2,게럿파월,서울,금9.0-10.5/17:00-18:50,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-57,EAS2,션커멘,서울,화1.0-2.5/09:00-11:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-58,EAS2,데이린프롤리,서울,월11.0-12.5/18:50-20:30,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-59,EAS2,제이미커크,서울,화5.0-6.5/13:00-15:00,207-107(혜화관 107 107 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-6,EAS2,키아란피에차카,서울,월2.5-4.0/10:30-12:30,102-458(학술/문화관 K458 458 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-60,EAS2,바트서플,서울,화7.0-8.5/15:00-17:00,207-107(혜화관 107 107 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-61,EAS2,게럿파월,서울,화9.0-10.5/17:00-18:50,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-62,EAS2,션커멘,서울,수1.0-2.5/09:00-11:00,207-623(혜화관  623 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-63,EAS2,찰스크로이터,서울,수11.0-12.5/18:50-20:30,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-64,EAS2,바트서플,서울,수7.0-8.5/15:00-17:00,207-105(혜화관 105 105 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-65,EAS2,크레이그블리스,서울,수9.0-10.5/17:00-18:50,207-623(혜화관  623 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-66,EAS2,찰스크로이터,서울,수13.0-14.5/20:40-22:20,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-67,EAS2,션커멘,서울,금1.0-2.5/09:00-11:00,207-107(혜화관 107 107 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-68,EAS2,스티븐쿤스,서울,화12.0-13.5/19:40-21:30,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-69,EAS2,데미안,서울,금5.0-6.5/13:00-15:00,207-623(혜화관  623 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-70,EAS2,데런크레인,서울,금7.0-8.5/15:00-17:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-71,EAS2,데미안,서울,목13.0-14.5/20:40-22:20,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-73,EAS2,벤윌리스,일산,월3.0-4.5/11:00-13:00,1104-845(상영바이오관 845 세미나실1(고양캠퍼스)),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-76,EAS2,벤윌리스,일산,화3.0-4.5/11:00-13:00,1102-219(종합강의동 219 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-78,EAS2,데미안,서울,화13.0-14.5/20:40-22:20,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-79,EAS2,사무엘맥도널드,서울,목12.0-13.5/19:40-21:30,,2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-8,EAS2,데미안,서울,목2.0-3.5/10:00-12:00,207-113(혜화관 113 113 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-80,EAS2,제이미커크,서울,수6.0-7.5/14:00-16:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-81,EAS2,사무엘맥도널드,서울,금10.0-11.5/18:00-19:40,207-112(혜화관 112 112 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-82,EAS2,마이클오코넬,서울,목4.0-5.5/12:00-14:00,207-625(혜화관  625 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-83,EAS2,게럿파월,서울,목6.0-7.5/14:00-16:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-85,EAS2,키아란피에차카,서울,금2.0-3.5/10:00-12:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-87,EAS2,제프리조단,서울,금4.0-5.5/12:00-14:00,207-114(혜화관 114 114 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-88,EAS2,마이클오코넬,서울,월5.0-6.5/13:00-15:00,102-439(학술/문화관 K439 439 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-89,EAS2,마이클오코넬,서울,월7.0-8.5/15:00-17:00,102-439(학술/문화관 K439 439 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-9,EAS2,마이클오코넬,서울,화6.0-7.5/14:00-16:00,207-112(혜화관 112 112 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-91,EAS2,패트릭,서울,목1.0-2.5/09:00-11:00,102-439(학술/문화관 K439 439 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-92,EAS2,마이클오코넬,서울,목6.0-7.5/14:00-16:00,102-439(학술/문화관 K439 439 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-93,EAS2,게럿파월,서울,목8.0-9.5/16:00-18:00,102-439(학술/문화관 K439 439 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-95,EAS2,션커멘,서울,월1.0-2.5/09:00-11:00,102-441(학술/문화관 K441 441 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-96,EAS2,크레이그블리스,서울,월5.0-6.5/13:00-15:00,207-112(혜화관 112 112 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-97,EAS2,크레이그블리스,서울,월7.0-8.5/15:00-17:00,102-237(학술/문화관 K237 237 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-98,EAS2,제프리조단,서울,목2.0-3.5/10:00-12:00,207-104(혜화관 104 104 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,영어,RGC1081-99,EAS2,제이미커크,서울,목4.0-5.5/12:00-14:00,207-106(혜화관 106 106 강의실),2,2.0,0.0,,더블클릭,,이론,외국어강의,공교,행정및부속기관,다르마칼리지 교양외국어센터,English for Academic Success2
1학년,공통교양,한국문화,RGC6004-01,한국사회의이슈,정군기,서울,"화1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30","102-454(학술/문화관 K454 454 강의실),102-454(학술/문화관 K454 454 강의실)",3,3.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Issues in Korean Society
1학년,공통교양,한국문화,RGC8005-01,한국의역사와전통,정성인,서울,"화1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30","102-219(학술/문화관 K219 219 강의실),102-219(학술/문화관 K219 219 강의실)",3,3.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Korean History and Traditions
1학년,공통교양,한국문화,RGC8006-01,한국명작의이해,정성인,서울,"월1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30","102-458(학술/문화관 K458 458 강의실),102-458(학술/문화관 K458 458 강의실)",3,3.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Understanding Korean Literature
1학년,공통교양,한국문화,RGC8007-01,한중텍스트소통,임미주,서울,"월1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30","102-460(학술/문화관 K460 460 강의실),102-460(학술/문화관 K460 460 강의실)",3,3.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Korean-Chinese Text Interaction
1학년,공통교양,한국문화,RGC8008-01,한국대중문화이해,성진수,서울,"화2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00","102-219(학술/문화관 K219 219 강의실),102-219(학술/문화관 K219 219 강의실)",3,3.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Understanding Korean Popular Culture
1학년,공통교양,SW,RGC1041-01,컴퓨팅사고,이명숙,서울,월2.0-3.5/10:00-12:00,202-174(사회과학/경영관 L101 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Computational Thinking
1학년,공통교양,SW,RGC1041-02,컴퓨팅사고,이명숙,서울,화1.0-2.5/09:00-11:00,202-174(사회과학/경영관 L101 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Computational Thinking
1학년,공통교양,SW,RGC1041-03,컴퓨팅사고,이명숙,서울,수1.0-2.5/09:00-11:00,202-174(사회과학/경영관 L101 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Computational Thinking
1학년,공통교양,SW,RGC1041-04,컴퓨팅사고,백순욱,서울,목1.0-2.5/09:00-11:00,201-226(사회과학/경영관 M216 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Computational Thinking
1학년,공통교양,SW,RGC1041-05,컴퓨팅사고,황경민,서울,금1.0-2.5/09:00-11:00,202-174(사회과학/경영관 L101 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Computational Thinking
1학년,공통교양,SW,RGC1041-06,컴퓨팅사고,이명숙,서울,수3.5-5.0/11:30-13:30,202-174(사회과학/경영관 L101 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Computational Thinking
1학년,공통교양,SW,RGC1042-01,프로그래밍입문,김민경,서울,월5.5-8.0/13:30-16:30,408-221(정보문화관Q Q201 (Q) 공용컴퓨터실),2,1.0,2.0,,더블클릭,더블클릭,이론+실습,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Introduction to Computer Programming
1학년,공통교양,SW,RGC1042-02,프로그래밍입문,정대원,서울,목5.5-8.0/13:30-16:30,408-221(정보문화관Q Q201 (Q) 공용컴퓨터실),2,1.0,2.0,,더블클릭,더블클릭,이론+실습,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Introduction to Computer Programming
1학년,공통교양,SW,RGC1042-03,프로그래밍입문,양문자,일산,금5.0-7.5/13:00-16:00,1104-151(상영바이오관  컴퓨터실),2,1.0,2.0,,더블클릭,더블클릭,이론+실습,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Introduction to Computer Programming
1학년,공통교양,SW,RGC1042-04,프로그래밍입문,양문자,일산,월1.0-3.5/09:00-12:00,1104-151(상영바이오관  컴퓨터실),2,1.0,2.0,,더블클릭,더블클릭,이론+실습,일반강의,공교,행정및부속기관,부속교육기관 SW교육원,Introduction to Computer Programming
1학년,공통교양,SW,RGC1043-01,자율사물입문,곽문규,서울,,,2,2.0,0.0,,더블클릭,더블클릭,사이버,사이버강의,공교,행정및부속기관,부속교육기관 SW교육원,Introduction to Autonomous Things
1학년,공통교양,SW,RGC1046-01,인공지능과 미래사회,최성연,서울,,,2,2.0,0.0,,더블클릭,,사이버,사이버강의,공교,행정및부속기관,부속교육기관 SW교육원,Artificial Intelligence in the future society
1학년,공통교양,SW,RGC1046-02,인공지능과 미래사회,최성연,서울,,,2,2.0,0.0,,더블클릭,,사이버,사이버강의,공교,행정및부속기관,부속교육기관 SW교육원,Artificial Intelligence in the future society
1학년,공통교양,SW,RGC1046-03,인공지능과 미래사회,최성연,서울,,,2,2.0,0.0,,더블클릭,,사이버,사이버강의,공교,행정및부속기관,부속교육기관 SW교육원,Artificial Intelligence in the future society
1학년,공통교양,미래위험사회와 안전,RGC1070-01,미래인간과 위험사회,정윤길,서울,수2.0-3.5/10:00-12:00,407-106(정보문화관P P303 정보 PBL_스마트),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,다르마칼리지,Human Enhancement and Risk Society
1학년,공통교양,미래위험사회와 안전,RGC1070-02,미래인간과 위험사회,최진범,서울,금2.0-3.5/10:00-12:00,501-415(학림관 J415 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,다르마칼리지,Human Enhancement and Risk Society
1학년,공통교양,미래위험사회와 안전,RGC1071-01,시장경제와 위험사회,이상호,서울,월8.5-10.0/16:30-18:25,407-106(정보문화관P P303 정보 PBL_스마트),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,다르마칼리지,
1학년,공통교양,미래위험사회와 안전,RGC1071-02,시장경제와 위험사회,김두식,서울,수1.0-2.5/09:00-11:00,102-454(학술/문화관 K454 454 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,다르마칼리지,
1학년,공통교양,미래위험사회와 안전,RGC1072-02,과학기술과 위험사회,강윤재,서울,화4.0-5.5/12:00-14:00,407-B122(정보문화관P P205 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,다르마칼리지,
1학년,공통교양,미래위험사회와 안전,RGC1073-01,미래환경과 위험사회,남진숙,서울,화5.5-7.0/13:30-15:30,407-105(정보문화관P P301 정보 PBL),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,다르마칼리지,
1학년,공통교양,미래위험사회와 안전,RGC1073-02,미래환경과 위험사회,고은선,서울,화4.0-5.5/12:00-14:00,"405-325(원흥관 1,3 E325 원흥 PBL)",2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,다르마칼리지,
1학년,공통교양,학문목적한국어,RGC8010-01,대학한국어Ⅰ(발표와토론),최은경,서울,수8.0-9.5/16:00-18:00,102-441(학술/문화관 K441 441 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Academic Korean LanguageⅠ(Presentation & Debate)
1학년,공통교양,학문목적한국어,RGC8010-02,대학한국어Ⅰ(발표와토론),조영미,서울,화8.0-9.5/16:00-18:00,102-458(학술/문화관 K458 458 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Academic Korean LanguageⅠ(Presentation & Debate)
1학년,공통교양,학문목적한국어,RGC8010-03,대학한국어Ⅰ(발표와토론),황혜란,서울,금8.0-9.5/16:00-18:00,102-362(학술/문화관 K362 362 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Academic Korean LanguageⅠ(Presentation & Debate)
1학년,공통교양,학문목적한국어,RGC8011-01,대학한국어Ⅰ(독해와작문),최은경,서울,목8.0-9.5/16:00-18:00,102-344(학술/문화관 K344 344 강의실),2,2.0,0.0,,더블클릭,더블클릭,이론,일반강의,공교,행정및부속기관,국제처 글로벌학생팀,Academic Korean LanguageⅠ(Reading & Writing)
