,url,title,date,administrator
0,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753258,공지2023학년도 행정부서 동계방학 셧다운 및 집중휴가 안내,2023.12.06.,허선이
1,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753257,공지동국대학교 듀이카 아르바이트 학생 모집,2023.12.06.,홍태균
2,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753253,"공지[DUICA]챗GPT프롬프트 엔지니어 특강 신청 안내(~12/15, 선착순 접수 마감)",2023.12.05.,황지현
3,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753241,공지[5대 핵심역량 함양 프로그램] 워킹홀리데이 A to Z,2023.12.04.,이보리
4,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753231,"공지[카운슬링센터] 온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",2023.12.04.,이시은
5,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753221,"공지[교수학습혁신센터] 인공지능(AI) 리터러시 워크숍 (총 5개 주제, 주제별 마일리지 지급)",2023.12.01.,나윤주
6,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753258,2023학년도 행정부서 동계방학 셧다운 및 집중휴가 안내,2023.12.06.,허선이
7,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753257,동국대학교 듀이카 아르바이트 학생 모집,2023.12.06.,홍태균
8,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753253,"[DUICA]챗GPT프롬프트 엔지니어 특강 신청 안내(~12/15, 선착순 접수 마감)",2023.12.05.,황지현
9,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753247,[취업] (주)디섹 인재 특별 채용,2023.12.05.,박상준
10,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753241,[5대 핵심역량 함양 프로그램] 워킹홀리데이 A to Z,2023.12.04.,이보리
11,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753231,"[카운슬링센터] 온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",2023.12.04.,이시은
12,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753227,[빅데이터 혁신융합대학사업]2023년도 동계 기업-학생 제안 비교과 프로그램 수강신청 안내,2023.12.01.,지현종
13,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753221,"[교수학습혁신센터] 인공지능(AI) 리터러시 워크숍 (총 5개 주제, 주제별 마일리지 지급)",2023.12.01.,나윤주
14,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753219,[중앙도서관] 석·박사 학위논문 제출 교육 실시(2024년 2월 졸업자 대상),2023.12.01.,송한나
15,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753199,2023학년도 교육수요자 만족도 조사 시행 안내,2023.11.30.,한혜리
16,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753258,공지2023학년도 행정부서 동계방학 셧다운 및 집중휴가 안내,2023.12.06.,허선이
17,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753257,공지동국대학교 듀이카 아르바이트 학생 모집,2023.12.06.,홍태균
18,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753253,"공지[DUICA]챗GPT프롬프트 엔지니어 특강 신청 안내(~12/15, 선착순 접수 마감)",2023.12.05.,황지현
19,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753241,공지[5대 핵심역량 함양 프로그램] 워킹홀리데이 A to Z,2023.12.04.,이보리
20,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753231,"공지[카운슬링센터] 온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",2023.12.04.,이시은
21,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753221,"공지[교수학습혁신센터] 인공지능(AI) 리터러시 워크숍 (총 5개 주제, 주제별 마일리지 지급)",2023.12.01.,나윤주
22,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753194,"[정보처] Office 365 스토리지 (OneDrive, Exchange, SharePoint) 용량 제한 안내",2023.11.29.,정종현
23,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753192,[K학술확산연구소] K-MOOC 한국불교 강좌 수강생 모집,2023.11.29.,박종향
24,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753179,[교수학습혁신센터] 창의문제해결 프로젝트 우수 활동팀 선정 결과 발표,2023.11.29.,나윤주
25,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753174,[교수학습혁신센터] 에듀윌과 함께하는 AI 토익학습 프로그램 참여자 모집,2023.11.28.,나윤주
26,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753172,"[DUICA]챗GPT프롬프트 엔지니어 특강 신청 안내(~12/15, 선착순 접수 마감)",2023.11.28.,황지현
27,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753168,"[카운슬링센터] 온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",2023.11.28.,이시은
28,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753167,2023년 드림패스 마일리지 경진대회 시행  (재공지-내용추가),2023.11.28.,신영은
29,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753163,[불교학술원 종학연구소]  「상월결사와 한국불교의 전법교화」 특별학술대회 개최 연기 안내,2023.11.27.,엄기범
30,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753162,[교수학습혁신센터] 동국 튜터링 우수활동 튜티 선발 안내,2023.11.27.,나윤주
31,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753138,2024학년도 동국대학교 학생회 선거 안내,2023.11.23.,신병수
32,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753258,공지2023학년도 행정부서 동계방학 셧다운 및 집중휴가 안내,2023.12.06.,허선이
33,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753257,공지동국대학교 듀이카 아르바이트 학생 모집,2023.12.06.,홍태균
34,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753253,"공지[DUICA]챗GPT프롬프트 엔지니어 특강 신청 안내(~12/15, 선착순 접수 마감)",2023.12.05.,황지현
35,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753241,공지[5대 핵심역량 함양 프로그램] 워킹홀리데이 A to Z,2023.12.04.,이보리
36,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753231,"공지[카운슬링센터] 온라인 심리검사 프로그램 참여 안내 : '나의 대학생활과 학습습관, 어떨까?'",2023.12.04.,이시은
37,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753221,"공지[교수학습혁신센터] 인공지능(AI) 리터러시 워크숍 (총 5개 주제, 주제별 마일리지 지급)",2023.12.01.,나윤주
38,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753131,제1회 총동창회장배 동국인 한마음 페스티벌 사진 이벤트 결과 안내,2023.11.23.,신병수
39,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753130,[5대 핵심역량 함양 프로그램] 파타고니아의 지구를 되살리기 위한 길,2023.11.23.,이보리
40,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753128,2024학년도 일반대학원 총학생회 선거 안내,2023.11.23.,신병수
41,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753121,심팩(SIMPAC) 최진식 고시장학금 신청 안내,2023.11.23.,신명효
42,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753106,[대학혁신지원사업] 참여학생 대학혁신 사례영상 경진대회 개최 안내,2023.11.21.,이주현
43,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753101,[5대 핵심역량 함양 프로그램] 4차 산업시대와 버추얼 휴먼의 잠재력,2023.11.21.,이보리
44,https://www.dongguk.edu/article/GENERALNOTICES/detail/26753098,[11/30(목) 14:00] 제7회 동국미래교육포럼 개최 안내,2023.11.21.,송민정
