url,title,date,administrator
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752431,공지2023년 특별상환유예 제도 홍보 및 신청안내 (한국장학재단),2023.10.11.,이동렬
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752404,공지2023-2학기 송수경(캣맘)장학 장학생 선발 안내(수정),2023.10.11.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752380,공지2023년도 한국문화재재단  전통 기·예능 분야 및 매장문화재 관련 분야 우수 장학생 선발 안내,2023.10.10.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752377,공지2023년 하반기 울산연구원 장학생 선발,2023.10.10.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752316,공지2023-2학기 동국미래인재장학Ⅱ 장학생 선발 안내,2023.10.05.,장연수
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752253,공지2023-2학기 민제장학 장학생 선발 안내,2023.09.27.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752233,공지2023년 하반기 은평구민장학생 선발,2023.09.26.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752228,공지2023-2학기 동국리더장학 신청안내,2023.09.26.,김민경
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752206,공지2023-2학기 DHC(Dongguk Honors Club) 후배사랑 장학생 선발 안내,2023.09.25.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752150,공지★신.편입생 필독★ 2023년 1학기 국가장학금 2유형(신·편입생 지원) 특별 구제 신청 안내,2023.09.20.,이동렬
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752431,2023년 특별상환유예 제도 홍보 및 신청안내 (한국장학재단),2023.10.11.,이동렬
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752404,2023-2학기 송수경(캣맘)장학 장학생 선발 안내(수정),2023.10.11.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752380,2023년도 한국문화재재단  전통 기·예능 분야 및 매장문화재 관련 분야 우수 장학생 선발 안내,2023.10.10.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752377,2023년 하반기 울산연구원 장학생 선발,2023.10.10.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752316,2023-2학기 동국미래인재장학Ⅱ 장학생 선발 안내,2023.10.05.,장연수
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752289,2023년 2학기 성남시 다자녀가구 대학생(셋째 이상) 등록금 지원 안내,2023.10.04.,김다나
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752253,2023-2학기 민제장학 장학생 선발 안내,2023.09.27.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752233,2023년 하반기 은평구민장학생 선발,2023.09.26.,변웅기
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752228,2023-2학기 동국리더장학 신청안내,2023.09.26.,김민경
https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26752206,2023-2학기 DHC(Dongguk Honors Club) 후배사랑 장학생 선발 안내,2023.09.25.,변웅기
