course_code,course_name,professor,is_online
RGC1014-18,지혜와자비명작세미나,오명지,False
RGC1014-19,지혜와자비명작세미나,김용태,False
RGC1014-20,지혜와자비명작세미나,한수진,False
RGC1014-21,지혜와자비명작세미나,오명지,False
RGC1010-01,존재와역사명작세미나,손윤락,False
RGC1010-02,존재와역사명작세미나,손윤락,False
RGC1010-03,존재와역사명작세미나,장운혁,False
RGC1010-04,존재와역사명작세미나,박민미,False
RGC1010-05,존재와역사명작세미나,박연주,False
RGC1010-06,존재와역사명작세미나,임경준,False
RGC1010-07,존재와역사명작세미나,심인보,False
RGC1010-08,존재와역사명작세미나,이석주,False
RGC1010-09,존재와역사명작세미나,박연주,False
RGC1010-10,존재와역사명작세미나,이석주,False
RGC1010-11,존재와역사명작세미나,심인보,False
RGC1010-12,존재와역사명작세미나,이미정,False
RGC1010-13,존재와역사명작세미나,손윤락,False
RGC1010-14,존재와역사명작세미나,심인보,False
RGC1010-15,존재와역사명작세미나,황인욱,False
RGC1010-16,존재와역사명작세미나,심인보,False
RGC1010-17,존재와역사명작세미나,배윤경,False
RGC1010-18,존재와역사명작세미나,이석주,False
RGC1010-19,존재와역사명작세미나,장운혁,False
RGC1011-01,경제와사회명작세미나,이광근,False
RGC1011-02,경제와사회명작세미나,김승연,False
RGC1011-03,경제와사회명작세미나,이광근,False
RGC1011-04,경제와사회명작세미나,김승연,False
RGC1011-05,경제와사회명작세미나,신현탁,False
RGC1011-06,경제와사회명작세미나,이광근,False
RGC1011-07,경제와사회명작세미나,이상호,False
RGC1011-08,경제와사회명작세미나,김승연,False
RGC1011-09,경제와사회명작세미나,이광근,False
RGC1011-10,경제와사회명작세미나,이상호,False
RGC1011-11,경제와사회명작세미나,박연진,False
RGC1011-12,경제와사회명작세미나,김철용,False
RGC1011-13,경제와사회명작세미나,김승연,False
RGC1011-14,경제와사회명작세미나,이상호,False
RGC1011-15,경제와사회명작세미나,김한창,False
RGC1011-16,경제와사회명작세미나,신현탁,False
RGC1012-01,자연과기술명작세미나,유보영,False
RGC1012-02,자연과기술명작세미나,유보영,False
RGC1012-03,자연과기술명작세미나,강윤재,False
RGC1012-04,자연과기술명작세미나,한광희,False
RGC1012-05,자연과기술명작세미나,손향구,False
RGC1012-06,자연과기술명작세미나,강윤재,False
RGC1012-07,자연과기술명작세미나,김지연,False
RGC1012-08,자연과기술명작세미나,김지연,False
RGC1012-10,자연과기술명작세미나,강윤재,False
RGC1012-11,자연과기술명작세미나,손향구,False
RGC1012-12,자연과기술명작세미나,손향구,False
RGC1012-13,자연과기술명작세미나,민수홍,False
RGC1012-14,자연과기술명작세미나,강윤재,False
RGC1012-15,자연과기술명작세미나,손향구,False
RGC1012-16,자연과기술명작세미나,한광희,False
RGC1012-17,자연과기술명작세미나,민수홍,False
RGC1012-18,자연과기술명작세미나,이태희,False
RGC1012-19,자연과기술명작세미나,이태희,False
RGC1013-01,문화와예술명작세미나,서희원,False
RGC1013-02,문화와예술명작세미나,문경연,False
RGC1013-03,문화와예술명작세미나,최현숙,False
RGC1013-04,문화와예술명작세미나,신덕용,False
RGC1013-05,문화와예술명작세미나,서희원,False
RGC1013-06,문화와예술명작세미나,문경연,False
RGC1013-07,문화와예술명작세미나,정윤길,False
RGC1013-08,문화와예술명작세미나,신덕용,False
RGC1013-09,문화와예술명작세미나,최현숙,False
RGC1013-10,문화와예술명작세미나,정윤길,False
RGC1013-11,문화와예술명작세미나,서희원,False
RGC1013-12,문화와예술명작세미나,문경연,False
RGC1013-13,문화와예술명작세미나,이난희,False
RGC1013-14,문화와예술명작세미나,허병식,False
RGC1013-15,문화와예술명작세미나,김지희,False
RGC1013-16,문화와예술명작세미나,허병식,False
RGC1013-17,문화와예술명작세미나,정윤길,False
RGC1013-18,문화와예술명작세미나,최현숙,False
RGC1013-19,문화와예술명작세미나,정영효,False
RGC1050-01,소셜앙트레프레너십과리더십,성창수,True
RGC1050-02,소셜앙트레프레너십과리더십,성창수,True
RGC1050-03,소셜앙트레프레너십과리더십,심태은,True
RGC1051-01,글로벌앙트레프레너십과리더십,심태은,True
RGC1051-02,글로벌앙트레프레너십과리더십,성창수,True
RGC1051-03,글로벌앙트레프레너십과리더십,성창수,True
RGC1052-01,테크노앙트레프레너십과리더십,성창수,True
RGC1052-02,테크노앙트레프레너십과리더십,심태은,True
RGC1052-03,테크노앙트레프레너십과리더십,심태은,True
RGC1075-01,아시아의사회와문화,최지수,False
RGC1075-02,아시아의사회와문화,최지수,False
RGC1075-03,아시아의사회와문화,최경아,False
RGC1075-04,아시아의사회와문화,최경아,False
RGC1075-05,아시아의사회와문화,배윤경,False
RGC1076-01,아메리카의사회와문화,윤영도,False
RGC1076-02,아메리카의사회와문화,윤영도,False
RGC1076-03,아메리카의사회와문화,김재준,False
RGC1076-04,아메리카의사회와문화,김재준,False
RGC1076-05,아메리카의사회와문화,남진희,False
RGC1076-06,아메리카의사회와문화,남진희,False
RGC1077-01,유럽의사회와문화,홍웅호,False
RGC1077-02,유럽의사회와문화,봉일원,False
RGC1077-03,유럽의사회와문화,봉일원,False
RGC1077-04,유럽의사회와문화,이상욱,False
RGC1077-05,유럽의사회와문화,봉일원,False
RGC1078-01,아프리카의사회와문화,김유원,False
RGC1078-02,아프리카의사회와문화,김유원,False
RGC1030-01,BasicEAS,손윤희,False
RGC1030-02,BasicEAS,이난희,False
RGC1030-03,BasicEAS,안삼경,False
RGC1030-04,BasicEAS,김가희,False
RGC1030-05,BasicEAS,김종갑,False
RGC1030-06,BasicEAS,김민서,False
RGC1080-01,EAS1,브라이언킨,False
RGC1080-02,EAS1,제프벨리,False
RGC1080-03,EAS1,브라이언킨,False
RGC1080-05,EAS1,폴로저스,False
RGC1080-06,EAS1,데이린프롤리,False
RGC1080-07,EAS1,제프벨리,False
RGC1080-08,EAS1,캐서린무어,False
RGC1080-10,EAS1,소컴켕,False
RGC1080-13,EAS1,브라이언오라스,False
RGC1080-15,EAS1,소컴켕,False
RGC1080-16,EAS1,소컴켕,False
RGC1080-17,EAS1,제프벨리,False
RGC1080-19,EAS1,브라이언오라스,False
RGC1080-20,EAS1,제프리조단,False
RGC1080-22,EAS1,제프리조단,False
RGC1080-23,EAS1,소컴켕,False
RGC1080-24,EAS1,폴로저스,False
RGC1080-25,EAS1,캐서린무어,False
RGC1080-27,EAS1,폴로저스,False
RGC1080-31,EAS1,쟌아다마,False
RGC1080-32,EAS1,캐서린무어,False
RGC1080-33,EAS1,소컴켕,False
RGC1080-34,EAS1,찰스크로이터,False
RGC1080-36,EAS1,브라이언오라스,False
RGC1080-37,EAS1,에린오카모토,False
RGC1080-38,EAS1,제프리조단,False
RGC1080-39,EAS1,에린오카모토,False
RGC1081-01,EAS2,쟌아다마,False
RGC1081-02,EAS2,제이미커크,False
RGC1081-10,EAS2,캐서린무어,False
RGC1081-101,EAS2,사무엘맥도널드,False
RGC1081-102,EAS2,정효진,False
RGC1081-103,EAS2,김명숙,False
RGC1081-104,EAS2,브라이언킨,False
RGC1081-105,EAS2,사무엘맥도널드,False
RGC1081-106,EAS2,바트서플,False
RGC1081-107,EAS2,정효진,False
RGC1081-108,EAS2,데이린프롤리,False
RGC1081-109,EAS2,브라이언오라스,False
RGC1081-111,EAS2,김명숙,False
RGC1081-112,EAS2,정효진,False
RGC1081-114,EAS2,캐서린무어,False
RGC1081-115,EAS2,사무엘오스틴,False
RGC1081-116,EAS2,스티븐쿤스,False
RGC1081-117,EAS2,패트릭,False
RGC1081-118,EAS2,사무엘오스틴,False
RGC1081-119,EAS2,게럿파월,False
RGC1081-12,EAS2,캐서린무어,False
RGC1081-121,EAS2,크레이그블리스,False
RGC1081-123,EAS2,브라이언오라스,False
RGC1081-124,EAS2,크레이그블리스,False
RGC1081-125,EAS2,정효진,False
RGC1081-127,EAS2,쟌아다마,False
RGC1081-128,EAS2,에린오카모토,False
RGC1081-129,EAS2,패트릭,False
RGC1081-13,EAS2,사무엘맥도널드,False
RGC1081-130,EAS2,정효진,False
RGC1081-131,EAS2,사무엘맥도널드,False
RGC1081-132,EAS2,패트릭,False
RGC1081-133,EAS2,김명숙,False
RGC1081-134,EAS2,크레이그블리스,False
RGC1081-135,EAS2,김명숙,False
RGC1081-136,EAS2,에이미우,False
RGC1081-137,EAS2,찰스크로이터,False
RGC1081-138,EAS2,데미안,False
RGC1081-139,EAS2,김명숙,False
RGC1081-140,EAS2,브라이언킨,False
RGC1081-141,EAS2,에린오카모토,False
RGC1081-142,EAS2,에이미우,False
RGC1081-143,EAS2,벤윌리스,False
RGC1081-144,EAS2,사무엘오스틴,False
RGC1081-145,EAS2,사무엘오스틴,False
RGC1081-146,EAS2,에린오카모토,False
RGC1081-147,EAS2,바트서플,False
RGC1081-148,EAS2,바트서플,False
RGC1081-149,EAS2,캐서린무어,False
RGC1081-15,EAS2,데이린프롤리,False
RGC1081-150,EAS2,브라이언오라스,False
RGC1081-16,EAS2,사무엘맥도널드,False
RGC1081-17,EAS2,에린오카모토,False
RGC1081-18,EAS2,션커멘,False
RGC1081-19,EAS2,찰스크로이터,False
RGC1081-20,EAS2,벤윌리스,False
RGC1081-24,EAS2,게럿파월,False
RGC1081-26,EAS2,소컴켕,False
RGC1081-27,EAS2,김명숙,False
RGC1081-29,EAS2,사무엘오스틴,False
RGC1081-31,EAS2,데이린프롤리,False
RGC1081-32,EAS2,션커멘,False
RGC1081-34,EAS2,사무엘오스틴,False
RGC1081-35,EAS2,키아란피에차카,False
RGC1081-36,EAS2,찰스크로이터,False
RGC1081-37,EAS2,사무엘맥도널드,False
RGC1081-38,EAS2,마이클오코넬,False
RGC1081-39,EAS2,데런크레인,False
RGC1081-4,EAS2,캐서린무어,False
RGC1081-40,EAS2,제프리조단,False
RGC1081-41,EAS2,에이미우,False
RGC1081-42,EAS2,크레이그블리스,False
RGC1081-43,EAS2,크레이그블리스,False
RGC1081-44,EAS2,패트릭,False
RGC1081-45,EAS2,사무엘맥도널드,False
RGC1081-47,EAS2,제이미커크,False
RGC1081-48,EAS2,데이린프롤리,False
RGC1081-49,EAS2,패트릭,False
RGC1081-5,EAS2,데미안,False
RGC1081-50,EAS2,제이미커크,False
RGC1081-52,EAS2,찰스크로이터,False
RGC1081-53,EAS2,데미안,False
RGC1081-54,EAS2,에린오카모토,False
RGC1081-55,EAS2,데런크레인,False
RGC1081-56,EAS2,게럿파월,False
RGC1081-57,EAS2,션커멘,False
RGC1081-59,EAS2,제이미커크,False
RGC1081-6,EAS2,키아란피에차카,False
RGC1081-60,EAS2,바트서플,False
RGC1081-61,EAS2,게럿파월,False
RGC1081-62,EAS2,션커멘,False
RGC1081-64,EAS2,바트서플,False
RGC1081-65,EAS2,크레이그블리스,False
RGC1081-67,EAS2,션커멘,False
RGC1081-69,EAS2,데미안,False
RGC1081-70,EAS2,데런크레인,False
RGC1081-73,EAS2,벤윌리스,False
RGC1081-76,EAS2,벤윌리스,False
RGC1081-8,EAS2,데미안,False
RGC1081-80,EAS2,제이미커크,False
RGC1081-81,EAS2,사무엘맥도널드,False
RGC1081-82,EAS2,마이클오코넬,False
RGC1081-83,EAS2,게럿파월,False
RGC1081-85,EAS2,키아란피에차카,False
RGC1081-87,EAS2,제프리조단,False
RGC1081-88,EAS2,마이클오코넬,False
RGC1081-89,EAS2,마이클오코넬,False
RGC1081-9,EAS2,마이클오코넬,False
RGC1081-91,EAS2,패트릭,False
RGC1081-92,EAS2,마이클오코넬,False
RGC1081-93,EAS2,게럿파월,False
RGC1081-95,EAS2,션커멘,False
RGC1081-96,EAS2,크레이그블리스,False
RGC1081-97,EAS2,크레이그블리스,False
RGC1081-98,EAS2,제프리조단,False
RGC1081-99,EAS2,제이미커크,False
RGC6004-01,한국사회의이슈,정군기,False
RGC8005-01,한국의역사와전통,정성인,False
RGC8006-01,한국명작의이해,정성인,False
RGC8007-01,한중텍스트소통,임미주,False
RGC8008-01,한국대중문화이해,성진수,False
RGC1041-01,컴퓨팅사고,이명숙,False
RGC1041-02,컴퓨팅사고,이명숙,False
RGC1041-03,컴퓨팅사고,이명숙,False
RGC1041-04,컴퓨팅사고,백순욱,False
RGC1041-05,컴퓨팅사고,황경민,False
RGC1041-06,컴퓨팅사고,이명숙,False
RGC1042-01,프로그래밍입문,김민경,False
RGC1042-02,프로그래밍입문,정대원,False
RGC1042-03,프로그래밍입문,양문자,False
RGC1042-04,프로그래밍입문,양문자,False
RGC1043-01,자율사물입문,곽문규,True
RGC1046-01,인공지능과 미래사회,최성연,True
RGC1046-02,인공지능과 미래사회,최성연,True
RGC1046-03,인공지능과 미래사회,최성연,True
RGC1070-01,미래인간과 위험사회,정윤길,False
RGC1070-02,미래인간과 위험사회,최진범,False
RGC1071-01,시장경제와 위험사회,이상호,False
RGC1071-02,시장경제와 위험사회,김두식,False
RGC1072-02,과학기술과 위험사회,강윤재,False
RGC1073-01,미래환경과 위험사회,남진숙,False
RGC1073-02,미래환경과 위험사회,고은선,False
RGC8010-01,대학한국어Ⅰ(발표와토론),최은경,False
RGC8010-02,대학한국어Ⅰ(발표와토론),조영미,False
RGC8010-03,대학한국어Ⅰ(발표와토론),황혜란,False
RGC8011-01,대학한국어Ⅰ(독해와작문),최은경,False
RGC8011-02,대학한국어Ⅰ(독해와작문),권미경,False
RGC8011-03,대학한국어Ⅰ(독해와작문),조영미,False
RGC8012-01,대학한국어Ⅱ(발표와토론),최은경,False
RGC8012-02,대학한국어Ⅱ(발표와토론),이경애,False
RGC8012-03,대학한국어Ⅱ(발표와토론),권미경,False
RGC8013-01,대학한국어Ⅱ(독해와작문),최은경,False
RGC8013-02,대학한국어Ⅱ(독해와작문),최은경,False
RGC8013-03,대학한국어Ⅱ(독해와작문),권미경,False
RGC8014-01,한국의법과정치,심민석,False
RGC8014-02,한국의법과정치,심민석,False
RGC8015-01,한국의경제와경영,민윤지,False
RGC8015-02,한국의경제와경영,민윤지,False
RGC8016-01,수학과통계의이해,이영운,False
RGC8016-02,수학과통계의이해,이영운,False
RGC8017-01,과학기술의이해,이영운,False
RGC8017-02,과학기술의이해,이영운,False
RGC8018-01,글로벌한국문화,김종일,False
RGC8018-02,글로벌한국문화,김종일,False
RGC8018-03,글로벌한국문화,김종일,False
ACG2003-01,세무입문,홍영도,False
ACG2005-01,중급회계1,정갑수,False
ACG2005-02,중급회계1,정갑수,False
ACG2005-03,중급회계1,정갑수,False
ACG2005-04,중급회계1,김주원,False
ACG2007-01,재무회계,박청규,False
ACG2007-02,재무회계,박청규,False
ACG2007-03,재무회계,권혁진,False
ACG2007-04,재무회계,장순택,False
ACG2012-01,원가·관리회계입문,노영래,False
ACG2013-01,상법1,배승욱,False
ACG2013-02,상법1,배승욱,False
ACG2014-01,회계와경제1,김상기,False
ACG2015-01,회계와경제2,장순택,False
ACG2016-01,회계데이터애널리틱스,유현수,False
ACS2001-01,공간과디자인,양경열,False
ACS2001-02,공간과디자인,정유미,False
ACS2004-01,연기2,황준혁,False
ACS2004-02,연기2,송선미,False
ACS2004-03,연기2,이종민,False
ACS2004-04,연기2,방수미,False
ACS2004-05,연기2,이지은,False
ACS2004-06,연기2,권지혜,False
ACS2005-01,영상제작과정의이해,손민영,False
ACS2005-02,영상제작과정의이해,손민영,False
ACS2005-03,영상제작과정의이해,정군,False
ACS2008-01,한국음악개론2,윤소희,False
ADV2003-01,광고심리와소비자행동,조형오,False
ADV2003-02,광고심리와소비자행동,조형오,False
ADV2005-01,뉴미디어와광고,최영균,False
ADV2006-01,홍보학개론,이철한,False
ADV2010-01,광고아이디어발상법,박정석,False
ADV2017-01,광고와브랜드커뮤니케이션전략입문,김봉현,False
ADV2018-01,광고학개론,최영균,False
ADV2019-01,프로젝트기반광고연습,손배호,False
AIB2001-01,인공지능기초수학,장혜령,False
AIC2003-01,데이터사이언스개론,이우진,False
AIC2005-01,인공지능개론,김지희,False
AIC2011-01,AI콘텐츠융합개론,조경은,False
AID2002-01,통계이론2,김광일,False
AID2003-01,회귀분석,임상수,False
AID2004-01,데이터마이닝,이우진,False
AIE2010-01,기초융합프로젝트2,황주선,False
ARC2017-01,건축구조,박관순,False
ARC2018-01,건설시공및공법1,이재섭,False
ARC2022-01,건축공학기초설계,성은희,False
ARC2023-01,건축재료실험,전용덕,False
ARC2025-01,건축빛및음환경공학,양인호,False
ARC2027-01,건축구조역학1,박관순,False
ARC2028-01,건축응용수치해석,박관순,False
ARD2003-02,건축그래픽스,김일석,False
ARD2003-03,건축그래픽스,정성철,False
ARD2011-01,건축개론,백용운,False
ARD2019-01,서양건축사,김정아,False
ARD2020-01,건축설계입문,황영미,False
ARD2020-02,건축설계입문,문봉호,False
ARD2020-03,건축설계입문,백성진,False
ARD2020-04,건축설계입문,최민기,False
ARD2021-01,건축기술과LAB,황광범,False
ASI2008-01,입체공연음향제작실습2,김영민,False
ASW2004-01,어드벤처디자인,정진우,False
ASW2004-02,어드벤처디자인,신연순,False
ASW2004-03,어드벤처디자인,석문기,False
ASW2004-04,어드벤처디자인,조성인,False
ASW2004-05,어드벤처디자인,장혜령,False
ASW2006-01,알고리즘,이강만,False
ASW2006-02,알고리즘,장혜령,False
ASW2007-01,프로그래밍기초,김경자,False
ASW2007-02,프로그래밍기초,김신우,False
ASW2007-03,프로그래밍기초,김경아,False
ASW2007-04,프로그래밍기초,김경아,False
ASW2007-05,프로그래밍기초,윤인식,False
ASW2007-06,프로그래밍기초,유한하,False
ASW2008-01,심화프로그래밍,윤성림,False
ASW2008-02,심화프로그래밍,박재철,False
ASW2009-01,객체지향프로그래밍,석문기,False
ASW2009-02,객체지향프로그래밍,박재철,False
ASW2009-03,객체지향프로그래밍,한인,False
ASW2009-04,객체지향프로그래밍,한인,False
ASW2009-05,객체지향프로그래밍,신인수,False
ASW2010-01,융합기초프로그래밍,윤인식,False
BES2002-01,바이오환경과학2,조시경,False
BES2007-01,바이오환경산업,윤화영,False
BES2009-01,생물재료물성학,김대영,False
BES2015-01,환경계획학캡스톤디자인,오충현,False
BES2017-01,연구논문지도2,이상용,False
BES2018-01,바이오환경과학진로탐구,김극태,False
BES2021-01,불교와나무,김대영,False
BES2022-01,에너지학개론,강규영,False
BIO2011-01,세포학및실험,서태근,False
BIO2012-01,생명공학,이재영,False
BIO2016-01,데이터생물학,이민호,False
BIO2022-01,동물조직배양학,장원희,False
BIO2023-01,생명과학전공실험2,서영록,False
BIO2024-01,현대식물학,이병무,False
BIO2027-01,생명과학세미나,이재영,False
BIO2028-01,생물의학,성정석,False
BIS2003-01,인도의철학과문화,박수영,False
BIS2004-01,선의이해,정영희(다선화),False
BIS2017-01,불교교단사,신성현(普圓),False
BIS2019-01,고전요가,김재민(법지(法指)),False
BIS2021-01,아비달마,우제선,False
BIS2023-01,중국선사상,김근행(원상),False
BIS2028-01,승가수행학(Ⅱ),신명희(정운),False
BIS2035-01,한국선사상과조계종사,서왕모(정도),False
BIS2041-01,융복합적 종교심리와 경전해석,지창규(명원),False
BIS2046-01,동남아시아불교,황순일(보성),False
BIS2047-01,주니어세미나(디지털 인문학과 불교학의 미래),한재희(지화(知華)),False
BME2019-01,생체재료공학개론및실험,서영권,False
BME2030-01,바이오메디컬프로그래밍2,정종섭,False
BME2031-01,의료용고분자소재 및 실험,이수홍,False
BME2032-01,의생명기기분석및실험,양승훈,False
BME2035-01,유기화학2,권영은,False
BME2036-01,불교융합의공학설계및실습,방석영,False
BUA2002-01,기초불교미술2,이수예,False
BUA2017-01,전통재료기법,최학,False
BUA2019-01,불교회화실습2,김성희,False
BUA2023-01,불교회화문양이론과실습2,황대곤,False
BUA2025-01,불교도상과드로잉2,심근호,False
CAW2004-01,인간행동과사회환경,조자영,False
CEN2017-01,고분자공학입문,이명천,False
CEN2017-02,고분자공학입문,이명천,False
CEN2025-01,화공생물공학기초실험,김교범,False
CEN2025-02,화공생물공학기초실험,임종주,False
CEN2025-03,화공생물공학기초실험,강택진,False
CEN2025-04,화공생물공학기초실험,한정인,False
CEN2027-01,응용생화학,강택진,False
CEN2031-01,공업유기화학2,박봉서,False
CEN2033-01,화공생물공학기기분석,한정인,False
CEN2034-01,공정열역학,박진우,False
CEN2034-02,공정열역학,마이클존빈스,False
CEN2035-01,어드벤처디자인,최민재,False
CEN2035-02,어드벤처디자인,홍성규,False
CEN2035-03,어드벤처디자인,마이클존빈스,False
CHE2009-01,분석화학2,차상원,False
CHE2010-01,유기작용기화학,박봉서,False
CHE2012-01,유기및분석화학실험2,공영대,False
CHE2012-02,유기및분석화학실험2,차상원,False
CHE2013-01,물리화학2,김갑수,False
CHI2025-01,중국근세문학사,김지선,False
CHI2029-01,중국어회화,서미령,False
CHI2035-01,전공중국어2,박석홍,False
CHI2035-02,전공중국어2,최려홍,False
CHI2035-03,전공중국어2,최병선,False
CHI2038-01,현대중국어의이해,한용수,False
CHI2039-01,현대중국입문,김양수,False
CHI2041-01,지식인과 중국근세사회,박영환,False
CIV2007-01,재료역학,이지호,False
CIV2010-01,유체역학,이상일,False
CIV2034-01,건설지질학,장연수,False
CIV2035-01,환경공학및실험,조봉연,False
CIV2037-01,스마트건설융합개론,장영훈,False
CIV2038-01,어드벤처디자인,강주현,False
CIV2038-02,어드벤처디자인,김상범,False
COS2004-01,저널리즘론,장하용,False
COS2004-02,저널리즘론,김영주,False
COS2005-01,방송학개론,강재원,False
COS2005-02,방송학개론,김관규,False
COS2009-01,매스컴이론,정용국,False
COS2009-02,매스컴이론,박연진,False
COS2015-01,디지털매체와커뮤니케이션,김영주,False
COS2015-02,디지털매체와커뮤니케이션,박연진,False
COS2018-01,커뮤니케이션론,김철용,False
CRR2005-01,소년사법과보호,곽대경,False
CRR2008-01,사이버비행과교정처우,부민서,False
CRS2008-01,범죄심리학,조영일,False
CRS2009-01,공식범죄통계이해,조윤오,False
CRS2010-01,사회심리학,조은경,False
CRS2012-01,불교와중독범죄,조영일,False
CSE2013-01,시스템소프트웨어와실습,정준호,False
CSE2013-02,시스템소프트웨어와실습,엄진영,False
CSE2013-03,시스템소프트웨어와실습,엄진영,False
CSE2015-01,웹프로그래밍,송양의,False
CSE2015-02,웹프로그래밍,송양의,False
CSE2015-03,웹프로그래밍,김신우,False
CSE2017-01,자료구조와실습,김시명,False
CSE2017-02,자료구조와실습,이호정,False
CSE2024-01,프로그래밍언어개념,송수환,False
CSE2024-02,프로그래밍언어개념,송수환,False
CSE2025-01,계산적사고법,이명숙,False
CTE2003-01,디지털음향편집입문,안은정,False
CTE2009-01,디지털영상편집입문,서승현,False
CTM2002-01,문화가치의체험과창작,권기석,False
CTS2004-01,문화상품과소비문화,김성규,False
CUH2002-01,문화재학개론,김민규(秀鏡),False
CUH2007-01,동양미술사,임영애(如林),False
CUH2008-01,불교유적유물의이해,이병호(미산),False
CUH2009-01,불교회화사,이승희,False
CUH2010-01,박물관과소장품,이병호(미산),False
DBA2001-01,경영학원론,유석천,False
DBA2001-02,경영학원론,박형중,False
DBA2001-03,경영학원론,유석천,False
DBA2001-05,경영학원론,김형탁,False
DBA2001-06,경영학원론,조현출,False
DBA2002-01,조직행위,정구혁,False
DBA2002-02,조직행위,김기흥,False
DBA2002-03,조직행위,김현동,False
DBA2002-04,조직행위,김형탁,False
DBA2004-01,재무관리,이준서,False
DBA2004-02,재무관리,이준서,False
DBA2004-03,재무관리,강경훈,False
DBA2004-04,재무관리,강경훈,False
DBA2004-05,재무관리,배재완,False
DBA2004-06,재무관리,배재완,False
DBA2006-01,경영정보론,황경태,False
DBA2006-02,경영정보론,정덕훈,False
DBA2006-03,경영정보론,정덕훈,False
DBA2006-04,경영정보론,강성경,False
DBA2013-01,운영관리,송광석,False
DBA2013-02,운영관리,김보람,False
DBA2013-03,운영관리,안철용,False
DBA2013-04,운영관리,김미금,False
DBA2013-05,운영관리,김미금,False
DBA2014-01,회계원리,김갑순,False
DBA2014-02,회계원리,남혜정,False
DBA2014-03,회계원리,이지혜,False
DBA2014-04,회계원리,이지혜,False
DBA2014-05,회계원리,이석근,False
DBA2015-01,경영통계,박찬규,False
DBA2015-02,경영통계,김보람,False
DBA2017-01,마케팅원론(NCS),유창조,False
DBA2017-02,마케팅원론(NCS),유창조,False
DBA2017-03,마케팅원론(NCS),강우성,False
DBA2017-04,마케팅원론(NCS),강우성,False
DBA2017-05,마케팅원론(NCS),김다연,False
DBA2017-06,마케팅원론(NCS),김다연,False
DBA2017-07,마케팅원론(NCS),이선녕,False
DBA2017-08,마케팅원론(NCS),유창조,False
DES2001-02,커리어멘토링,윤병운,False
DES2003-01,산학융합종합설계(인공지능을 활용한 콘텐츠 제작),김형호,False
DLA2001-01,디지털 큐레이션,김택경,False
ECO2002-01,경제통계학,안형택,False
ECO2007-01,미시경제원론,김종일,False
ECO2007-02,미시경제원론,이정택,False
ECO2007-03,미시경제원론,민윤지,False
ECO2008-01,거시경제원론,박선영,False
ECO2008-02,거시경제원론,김태선,False
ECO2008-03,거시경제원론,김성이,False
ECO2009-01,미시경제학Ⅰ,홍우형,False
ECO2010-01,거시경제학Ⅰ,지인엽,False
ECO2010-02,거시경제학Ⅰ,임태준,False
ECO2011-01,미시경제학Ⅱ,이경원,False
ECO2011-02,미시경제학Ⅱ,이경원,False
ECO2012-01,거시경제학Ⅱ,임태준,False
ECO2014-01,경제학개론,강동근,False
EDU2005-01,한국교육사,박종배,False
EDU2012-01,사고와표현,남진숙,False
EDU2014-01,교육과정,이서인,False
EDU2015-01,교육심리,윤초희,False
EIT2026-01,통역기초,이경희,False
EIT2026-02,통역기초,이경희,False
EIT2030-01,영어음성학과발음연습,윤영도,False
EIT2038-01,텍스트유형과번역,김순영,False
EIT2038-02,텍스트유형과번역,이경희,False
EIT2044-01,EnglishGrammarforSpecificPurposes,박명관,False
EIT2044-02,EnglishGrammarforSpecificPurposes,박범식,False
EIT2046-01,FundamentalsofEnglishWriting,베리웰시,False
EIT2047-01,통번역시사영어2,김순영,False
EIT2047-02,통번역시사영어2,정선혜,False
EIT2050-01,FundamentalsofEnglishListening&Speaking2,안젤라로솔로,False
EIT2052-01,Debate&PublicSpeakinginEnglish,베리웰시,False
EME2005-01,재료열역학2,조제웅,False
EME2005-02,재료열역학2,진하늘,False
EME2014-01,신소재공학개론2,남경완,False
EME2016-01,물리화학(양자화학),한영규,False
EME2019-01,유기재료2,김현석,False
EME2020-01,융합신소재기초실험1,조제웅,False
EME2020-02,융합신소재기초실험1,오제민,False
EME2020-03,융합신소재기초실험1,최창순,False
EME2021-01,재료전기화학,이재준,False
ENE2008-01,회로이론2,이동욱,False
ENE2008-02,회로이론2,이동욱,False
ENE2008-03,회로이론2,김삼동,False
ENE2008-04,회로이론2,전병훈,False
ENE2008-05,회로이론2,송병두,False
ENE2009-01,논리회로설계,홍유표,False
ENE2009-02,논리회로설계,홍유표,False
ENE2009-03,논리회로설계,전준현,False
ENE2009-04,논리회로설계,전준현,False
ENE2009-05,논리회로설계,현교환,False
ENE2011-01,물리전자공학2,김성준,False
ENE2011-02,물리전자공학2,김성준,False
ENE2011-03,물리전자공학2,신재철,False
ENE2011-04,물리전자공학2,신재철,False
ENE2012-01,전자기학2,박정동,False
ENE2012-02,전자기학2,한기진,False
ENE2012-03,전자기학2,정현삼,False
ENE2012-04,전자기학2,신재철,False
ENE2013-01,디지털실험,이동욱,False
ENE2013-03,디지털실험,최한호,False
ENE2016-01,신호및시스템,원치선,False
ENE2016-02,신호및시스템,원치선,False
ENE2016-03,신호및시스템,김건욱,False
ENE2016-05,신호및시스템,박강령,False
ENE2016-06,신호및시스템,정대원,False
ENE2017-01,공학프로그램응용,김건욱,False
ENE2018-01,객체지향프로그래밍,전준현,False
ENE2019-01,어드벤처디자인,현교환,False
ENE2019-02,어드벤처디자인,현교환,False
ENE2019-03,어드벤처디자인,봉정식,False
