course_id,days,start_time,end_time,classroom
557,목,15:00,16:30,407-227(정보문화관P P405 강의실)
558,월,18:00,20:30,407-B101(정보문화관P P201 강의실)
559,목,18:50,21:30,407-121(정보문화관P P305 강의실_스마트)
560,화,18:00,20:30,407-B101(정보문화관P P201 강의실)
561,수,18:50,21:30,407-B101(정보문화관P P201 강의실)
562,목,18:50,21:30,202-364(사회과학/경영관 L311 강의실)
563,월,09:00,10:30,202-364(사회과학/경영관 L311 강의실)
563,목,10:30,12:00,202-364(사회과학/경영관 L311 강의실)
564,월,09:00,10:30,407-121(정보문화관P P305 강의실_스마트)
564,목,10:30,12:00,407-121(정보문화관P P305 강의실_스마트)
565,월,09:00,10:30,501-231(학림관 J201 강의실)
565,목,10:30,12:00,501-231(학림관 J201 강의실)
566,월,10:30,12:00,202-364(사회과학/경영관 L311 강의실)
566,목,09:00,10:30,202-364(사회과학/경영관 L311 강의실)
567,월,10:30,12:00,407-121(정보문화관P P305 강의실_스마트)
567,목,09:00,10:30,407-121(정보문화관P P305 강의실_스마트)
568,월,10:30,12:00,501-231(학림관 J201 강의실)
568,목,09:00,10:30,501-231(학림관 J201 강의실)
569,월,13:30,15:00,408-321(정보문화관Q Q301 강의실)
569,목,13:30,15:00,408-321(정보문화관Q Q301 강의실)
570,월,13:30,15:00,501-231(학림관 J201 강의실)
570,목,13:30,15:00,501-231(학림관 J201 강의실)
571,월,13:30,15:00,202-364(사회과학/경영관 L311 강의실)
571,목,13:30,15:00,202-364(사회과학/경영관 L311 강의실)
572,월,15:00,16:30,408-321(정보문화관Q Q301 강의실)
572,목,15:00,16:30,408-321(정보문화관Q Q301 강의실)
573,월,15:00,16:30,501-231(학림관 J201 강의실)
573,목,15:00,16:30,501-231(학림관 J201 강의실)
574,월,15:00,16:30,202-364(사회과학/경영관 L311 강의실)
574,목,15:00,16:30,202-364(사회과학/경영관 L311 강의실)
575,화,09:00,10:30,407-106(정보문화관P P303 정보 PBL_스마트)
575,금,10:30,12:00,407-106(정보문화관P P303 정보 PBL_스마트)
576,화,09:00,10:30,501-231(학림관 J201 강의실)
576,금,10:30,12:00,501-231(학림관 J201 강의실)
577,화,10:30,12:00,407-106(정보문화관P P303 정보 PBL_스마트)
577,금,09:00,10:30,407-106(정보문화관P P303 정보 PBL_스마트)
578,화,10:30,12:00,501-231(학림관 J201 강의실)
578,금,09:00,10:30,501-231(학림관 J201 강의실)
579,화,18:00,20:30,202-364(사회과학/경영관 L311 강의실)
580,월,18:00,20:30,201-226(사회과학/경영관 M216 강의실)
581,월,13:30,15:00,501-409(학림관 J413 강의실)
581,목,13:30,15:00,501-409(학림관 J413 강의실)
582,월,10:30,13:30,1102-219(종합강의동 219 강의실)
583,월,15:00,16:30,102-454(학술/문화관 K454 454 강의실)
583,목,15:00,16:30,102-454(학술/문화관 K454 454 강의실)
584,월,09:00,10:30,407-B122(정보문화관P P205 강의실)
584,목,10:30,12:00,407-B122(정보문화관P P205 강의실)
585,월,10:30,12:00,407-109(정보문화관P P304 강의실)
585,목,09:00,10:30,407-109(정보문화관P P304 강의실)
586,월,09:00,10:30,501-109(학림관 J111 강의실_스마트)
586,목,10:30,12:00,501-109(학림관 J111 강의실_스마트)
587,월,10:30,12:00,408-321(정보문화관Q Q301 강의실)
587,목,09:00,10:30,408-321(정보문화관Q Q301 강의실)
588,월,13:30,15:00,207-236(혜화관 236 혜화 PBL_스마트)
588,목,13:30,15:00,207-236(혜화관 236 혜화 PBL_스마트)
589,월,13:30,15:00,407-227(정보문화관P P405 강의실)
589,목,13:30,15:00,407-227(정보문화관P P405 강의실)
590,월,13:30,15:00,501-314(학림관 J314 강의실)
590,목,13:30,15:00,501-314(학림관 J314 강의실)
591,월,13:30,15:00,407-B108(정보문화관P P203 강의실)
591,목,13:30,15:00,407-B108(정보문화관P P203 강의실)
592,월,15:00,16:30,207-236(혜화관 236 혜화 PBL_스마트)
592,목,15:00,16:30,207-236(혜화관 236 혜화 PBL_스마트)
593,월,15:00,16:30,408-329(정보문화관Q Q302 강의실)
593,목,15:00,16:30,408-329(정보문화관Q Q302 강의실)
594,월,15:00,16:30,501-314(학림관 J314 강의실)
594,목,15:00,16:30,501-314(학림관 J314 강의실)
595,월,15:00,16:30,501-347(학림관 J308 강의실_스마트)
595,목,15:00,16:30,501-347(학림관 J308 강의실_스마트)
596,화,09:00,10:30,407-B108(정보문화관P P203 강의실)
596,금,10:30,12:00,407-B108(정보문화관P P203 강의실)
597,화,09:00,10:30,501-142(학림관 J104 강의실)
597,금,10:30,12:00,501-142(학림관 J104 강의실)
598,화,10:30,12:00,407-121(정보문화관P P305 강의실_스마트)
598,금,09:00,10:30,407-121(정보문화관P P305 강의실_스마트)
599,화,10:30,12:00,501-142(학림관 J104 강의실)
599,금,09:00,10:30,501-142(학림관 J104 강의실)
600,월,18:00,20:30,407-B108(정보문화관P P203 강의실)
601,화,19:40,22:20,407-B127(정보문화관P P207 강의실)
602,금,09:00,12:00,1102-218(종합강의동 218 강의실)
603,월,09:00,10:30,501-316(학림관 J315 강의실)
603,목,10:30,12:00,501-316(학림관 J315 강의실)
604,월,09:00,10:30,501-304(학림관 J311 강의실)
604,목,10:30,12:00,501-304(학림관 J311 강의실)
605,월,10:30,12:00,501-316(학림관 J315 강의실)
605,목,09:00,10:30,501-316(학림관 J315 강의실)
606,월,10:30,12:00,501-304(학림관 J311 강의실)
606,목,09:00,10:30,501-304(학림관 J311 강의실)
607,월,13:30,15:00,102-362(학술/문화관 K362 362 강의실)
607,목,13:30,15:00,102-362(학술/문화관 K362 362 강의실)
608,월,13:30,15:00,501-316(학림관 J315 강의실)
608,목,13:30,15:00,501-316(학림관 J315 강의실)
609,월,13:30,15:00,102-221(학술/문화관 K221 221 강의실)
609,목,13:30,15:00,102-221(학술/문화관 K221 221 강의실)
610,월,13:30,15:00,407-121(정보문화관P P305 강의실_스마트)
610,목,13:30,15:00,407-121(정보문화관P P305 강의실_스마트)
611,월,15:00,16:30,501-316(학림관 J315 강의실)
611,목,15:00,16:30,501-316(학림관 J315 강의실)
612,월,15:00,16:30,102-221(학술/문화관 K221 221 강의실)
612,목,15:00,16:30,102-221(학술/문화관 K221 221 강의실)
613,월,15:00,16:30,201-111(사회과학/경영관 M111 강의실)
613,목,15:00,16:30,201-111(사회과학/경영관 M111 강의실)
614,화,09:00,10:30,501-304(학림관 J311 강의실)
614,금,10:30,12:00,501-304(학림관 J311 강의실)
615,화,10:30,12:00,501-304(학림관 J311 강의실)
615,금,09:00,10:30,501-304(학림관 J311 강의실)
616,수,18:00,20:30,407-105(정보문화관P P301 정보 PBL)
617,화,19:40,22:20,407-109(정보문화관P P304 강의실)
618,화,13:00,16:00,1102-219(종합강의동 219 강의실)
619,월,09:00,10:30,407-B108(정보문화관P P203 강의실)
619,목,10:30,12:00,407-B108(정보문화관P P203 강의실)
620,월,10:30,12:00,407-B108(정보문화관P P203 강의실)
620,목,09:00,10:30,407-B108(정보문화관P P203 강의실)
621,월,10:30,12:00,501-142(학림관 J104 강의실)
621,목,09:00,10:30,501-142(학림관 J104 강의실)
622,월,13:30,15:00,501-142(학림관 J104 강의실)
622,목,13:30,15:00,501-142(학림관 J104 강의실)
623,월,13:30,15:00,407-105(정보문화관P P301 정보 PBL)
623,목,13:30,15:00,407-105(정보문화관P P301 정보 PBL)
624,월,13:30,15:00,501-304(학림관 J311 강의실)
624,목,13:30,15:00,501-304(학림관 J311 강의실)
625,월,13:30,15:00,102-311(학술/문화관 K311 311 강의실)
625,목,13:30,15:00,102-311(학술/문화관 K311 311 강의실)
626,월,15:00,16:30,102-311(학술/문화관 K311 311 강의실)
626,목,15:00,16:30,102-311(학술/문화관 K311 311 강의실)
627,월,15:00,16:30,501-304(학림관 J311 강의실)
627,목,15:00,16:30,501-304(학림관 J311 강의실)
628,월,15:00,16:30,407-105(정보문화관P P301 정보 PBL)
628,목,15:00,16:30,407-105(정보문화관P P301 정보 PBL)
629,화,10:30,12:00,407-109(정보문화관P P304 강의실)
629,금,09:00,10:30,407-109(정보문화관P P304 강의실)
630,월,09:00,10:30,501-413(학림관 J414 강의실)
630,목,10:30,12:00,501-413(학림관 J414 강의실)
631,목,18:00,20:30,102-352(학술/문화관 K352 352 강의실)
632,화,19:40,22:20,102-221(학술/문화관 K221 221 강의실)
633,월,15:00,16:30,407-121(정보문화관P P305 강의실_스마트)
633,목,15:00,16:30,407-121(정보문화관P P305 강의실_스마트)
634,월,10:30,12:00,501-415(학림관 J415 강의실)
634,목,09:00,10:30,501-415(학림관 J415 강의실)
635,월,09:00,12:00,1102-218(종합강의동 218 강의실)
636,목,13:00,16:00,1102-218(종합강의동 218 강의실)
637,월,09:00,10:30,407-109(정보문화관P P304 강의실)
637,목,10:30,12:00,407-109(정보문화관P P304 강의실)
638,월,10:30,12:00,407-106(정보문화관P P303 정보 PBL_스마트)
638,목,09:00,10:30,407-106(정보문화관P P303 정보 PBL_스마트)
639,월,09:00,10:30,501-142(학림관 J104 강의실)
639,목,10:30,12:00,501-142(학림관 J104 강의실)
640,월,09:00,10:30,407-106(정보문화관P P303 정보 PBL_스마트)
640,목,10:30,12:00,407-106(정보문화관P P303 정보 PBL_스마트)
641,월,10:30,12:00,407-B127(정보문화관P P207 강의실)
641,목,09:00,10:30,407-B127(정보문화관P P207 강의실)
642,월,13:30,15:00,407-106(정보문화관P P303 정보 PBL_스마트)
642,목,13:30,15:00,407-106(정보문화관P P303 정보 PBL_스마트)
643,월,13:30,15:00,102-357(학술/문화관 K357 357 강의실)
643,목,13:30,15:00,102-357(학술/문화관 K357 357 강의실)
644,월,13:30,15:00,102-361(학술/문화관 K361 361 강의실)
644,목,13:30,15:00,102-361(학술/문화관 K361 361 강의실)
645,월,15:00,16:30,307-333(명진관 A333 강의실)
645,목,15:00,16:30,307-333(명진관 A333 강의실)
646,월,15:00,16:30,102-357(학술/문화관 K357 357 강의실)
646,목,15:00,16:30,102-357(학술/문화관 K357 357 강의실)
647,월,15:00,16:30,102-361(학술/문화관 K361 361 강의실)
647,목,15:00,16:30,102-361(학술/문화관 K361 361 강의실)
648,월,15:00,16:30,407-106(정보문화관P P303 정보 PBL_스마트)
648,목,15:00,16:30,407-106(정보문화관P P303 정보 PBL_스마트)
649,화,09:00,10:30,408-329(정보문화관Q Q302 강의실)
649,금,10:30,12:00,408-329(정보문화관Q Q302 강의실)
650,화,09:00,10:30,501-316(학림관 J315 강의실)
650,금,10:30,12:00,501-316(학림관 J315 강의실)
651,화,10:30,12:00,407-B108(정보문화관P P203 강의실)
651,금,09:00,10:30,407-B108(정보문화관P P203 강의실)
652,화,10:30,12:00,501-316(학림관 J315 강의실)
652,금,09:00,10:30,501-316(학림관 J315 강의실)
653,화,18:00,20:30,407-B108(정보문화관P P203 강의실)
654,화,13:00,16:00,1104-848(상영바이오관 848 세미나실2(고양캠퍼스))
655,수,09:00,12:00,1102-132(종합강의동 132 세미나실1)
665,화,09:00,11:00,501-314(학림관 J314 강의실)
666,목,11:00,13:00,102-454(학술/문화관 K454 454 강의실)
667,목,16:00,18:00,201-117(사회과학/경영관 M117 강의실)
668,목,18:50,20:30,201-226(사회과학/경영관 M216 강의실)
669,목,14:00,16:00,102-462(학술/문화관 K462 462 강의실)
670,월,14:00,16:00,407-B127(정보문화관P P207 강의실)
671,월,16:00,18:00,407-109(정보문화관P P304 강의실)
672,수,09:00,11:00,407-B127(정보문화관P P207 강의실)
673,수,11:00,13:00,501-109(학림관 J111 강의실_스마트)
674,금,12:00,14:00,501-109(학림관 J111 강의실_스마트)
675,화,13:00,15:00,1102-209(종합강의동 209 강의실)
676,화,11:00,13:00,408-321(정보문화관Q Q301 강의실)
677,화,14:00,16:00,408-321(정보문화관Q Q301 강의실)
678,화,16:00,18:00,408-321(정보문화관Q Q301 강의실)
679,수,14:00,16:00,501-415(학림관 J415 강의실)
680,수,16:00,18:00,501-109(학림관 J111 강의실_스마트)
681,월,09:00,11:00,501-314(학림관 J314 강의실)
682,월,11:00,13:00,501-109(학림관 J111 강의실_스마트)
683,월,09:00,11:00,307-111(명진관 A111 명진PBL)
684,월,13:30,15:30,102-458(학술/문화관 K458 458 강의실)
685,수,12:00,14:00,102-456(학술/문화관 K456 456 강의실)
686,금,09:00,11:00,102-462(학술/문화관 K462 462 강의실)
687,목,09:00,11:00,102-362(학술/문화관 K362 362 강의실)
688,목,13:30,15:30,202-571(사회과학/경영관 L501 강의실)
689,월,12:00,14:00,207-105(혜화관 105 105 강의실)
690,목,12:00,14:00,207-104(혜화관 104 104 강의실)
691,월,10:00,12:00,207-104(혜화관 104 104 강의실)
692,목,10:00,12:00,102-441(학술/문화관 K441 441 강의실)
693,금,15:00,17:00,1102-219(종합강의동 219 강의실)
694,화,15:30,17:30,207-106(혜화관 106 106 강의실)
695,수,16:00,18:00,1104-848(상영바이오관 848 세미나실2(고양캠퍼스))
696,월,14:30,16:30,201-134(사회과학/경영관 M134 강의실)
697,화,11:00,13:00,207-104(혜화관 104 104 강의실)
698,화,18:00,19:40,207-104(혜화관 104 104 강의실)
699,목,18:00,19:40,207-105(혜화관 105 105 강의실)
700,월,16:00,18:00,207-112(혜화관 112 112 강의실)
701,수,11:00,13:00,207-106(혜화관 106 106 강의실)
702,수,15:00,17:00,102-439(학술/문화관 K439 439 강의실)
703,월,15:00,17:00,207-113(혜화관 113 113 강의실)
704,화,14:00,16:00,207-105(혜화관 105 105 강의실)
705,화,13:00,15:00,207-114(혜화관 114 114 강의실)
706,수,14:00,16:00,207-107(혜화관 107 107 강의실)
707,수,10:00,12:00,207-114(혜화관 114 114 강의실)
708,목,14:00,16:00,102-437(학술/문화관 K437 437 강의실)
709,목,16:00,18:00,102-445(학술/문화관 K445 445 강의실)
710,화,19:40,21:30,207-104(혜화관 104 104 강의실)
711,화,18:00,19:40,207-106(혜화관 106 106 강의실)
712,수,14:00,16:00,102-217(학술/문화관 K217 217 강의실)
713,수,16:00,18:00,207-114(혜화관 114 114 강의실)
714,수,12:00,14:00,207-623(혜화관  623 강의실)
715,수,14:00,16:00,207-114(혜화관 114 114 강의실)
716,목,18:00,19:40,102-437(학술/문화관 K437 437 강의실)
717,월,12:00,14:00,207-114(혜화관 114 114 강의실)
718,수,18:00,19:40,207-112(혜화관 112 112 강의실)
720,수,09:00,11:00,207-106(혜화관 106 106 강의실)
721,수,11:00,13:00,207-104(혜화관 104 104 강의실)
722,수,13:00,15:00,102-245(학술/문화관 K245 245 강의실)
723,수,09:00,11:00,207-105(혜화관 105 105 강의실)
724,수,11:00,13:00,207-105(혜화관 105 105 강의실)
725,수,13:00,15:00,207-105(혜화관 105 105 강의실)
726,수,15:00,17:00,102-361(학술/문화관 K361 361 강의실)
727,수,17:00,18:50,207-106(혜화관 106 106 강의실)
728,월,09:00,11:00,207-106(혜화관 106 106 강의실)
730,월,13:00,15:00,102-245(학술/문화관 K245 245 강의실)
731,월,15:00,17:00,207-105(혜화관 105 105 강의실)
733,월,13:00,15:00,207-113(혜화관 113 113 강의실)
734,월,15:00,17:00,102-245(학술/문화관 K245 245 강의실)
735,월,19:40,21:30,207-112(혜화관 112 112 강의실)
736,월,11:00,13:00,207-112(혜화관 112 112 강의실)
737,금,09:00,11:00,201-136(사회과학/경영관 M136 강의실)
738,금,18:50,20:30,207-107(혜화관 107 107 강의실)
739,목,14:00,16:00,207-106(혜화관 106 106 강의실)
741,목,15:00,17:00,207-113(혜화관 113 113 강의실)
742,목,11:00,13:00,207-112(혜화관 112 112 강의실)
743,목,13:00,15:00,207-112(혜화관 112 112 강의실)
744,목,15:00,17:00,207-105(혜화관 105 105 강의실)
745,월,14:00,16:00,207-106(혜화관 106 106 강의실)
746,월,16:00,18:00,207-623(혜화관  623 강의실)
747,월,09:00,11:00,207-113(혜화관 113 113 강의실)
748,수,18:00,19:40,207-105(혜화관 105 105 강의실)
749,월,11:00,13:00,207-113(혜화관 113 113 강의실)
750,화,09:00,11:00,207-113(혜화관 113 113 강의실)
751,화,11:00,13:00,207-113(혜화관 113 113 강의실)
752,화,13:00,15:00,207-113(혜화관 113 113 강의실)
753,화,15:00,17:00,207-113(혜화관 113 113 강의실)
754,화,17:00,18:50,207-112(혜화관 112 112 강의실)
755,수,09:00,11:00,207-112(혜화관 112 112 강의실)
756,목,09:00,11:00,207-514(혜화관 514 514 강의실)
757,수,13:00,15:00,207-113(혜화관 113 113 강의실)
758,수,15:00,17:00,207-113(혜화관 113 113 강의실)
759,화,09:00,11:00,207-104(혜화관 104 104 강의실)
760,화,13:00,15:00,207-104(혜화관 104 104 강의실)
761,화,15:00,17:00,207-104(혜화관 104 104 강의실)
762,금,09:00,11:00,207-112(혜화관 112 112 강의실)
763,금,11:00,13:00,201-136(사회과학/경영관 M136 강의실)
764,금,13:00,15:00,201-136(사회과학/경영관 M136 강의실)
765,금,15:00,17:00,207-112(혜화관 112 112 강의실)
766,월,12:00,14:00,207-104(혜화관 104 104 강의실)
767,월,14:00,16:00,207-104(혜화관 104 104 강의실)
768,월,16:00,18:00,207-106(혜화관 106 106 강의실)
769,목,13:00,15:00,201-136(사회과학/경영관 M136 강의실)
770,화,09:00,11:00,207-112(혜화관 112 112 강의실)
771,목,09:00,11:00,207-105(혜화관 105 105 강의실)
772,화,11:00,13:00,207-105(혜화관 105 105 강의실)
773,화,11:00,13:00,207-112(혜화관 112 112 강의실)
774,월,09:00,11:00,207-107(혜화관 107 107 강의실)
775,목,10:00,12:00,102-462(학술/문화관 K462 462 강의실)
779,월,16:30,18:25,207-104(혜화관 104 104 강의실)
780,목,16:00,18:00,207-623(혜화관  623 강의실)
781,월,15:00,17:00,207-114(혜화관 114 114 강의실)
782,목,13:00,15:00,207-113(혜화관 113 113 강의실)
783,월,15:00,17:00,1102-132(종합강의동 132 세미나실1)
784,월,12:00,14:00,1102-132(종합강의동 132 세미나실1)
786,목,15:00,17:00,201-129(사회과학/경영관 M129 강의실)
787,수,09:00,11:00,207-104(혜화관 104 104 강의실)
788,화,11:00,13:00,207-114(혜화관 114 114 강의실)
789,수,13:00,15:00,207-104(혜화관 104 104 강의실)
790,수,15:00,17:00,207-104(혜화관 104 104 강의실)
791,수,17:00,18:50,207-104(혜화관 104 104 강의실)
792,목,12:00,14:00,207-114(혜화관 114 114 강의실)
793,목,12:00,14:00,207-105(혜화관 105 105 강의실)
794,목,14:00,16:00,102-443(학술/문화관 K443 443 강의실)
795,금,09:00,11:00,207-104(혜화관 104 104 강의실)
796,금,11:00,13:00,207-106(혜화관 106 106 강의실)
797,화,09:00,11:00,207-106(혜화관 106 106 강의실)
798,화,11:00,13:00,207-106(혜화관 106 106 강의실)
799,화,15:00,17:00,207-114(혜화관 114 114 강의실)
800,화,17:00,18:50,207-105(혜화관 105 105 강의실)
801,수,09:00,11:00,207-107(혜화관 107 107 강의실)
802,월,10:00,12:00,102-217(학술/문화관 K217 217 강의실)
803,수,16:00,18:00,201-134(사회과학/경영관 M134 강의실)
804,금,09:00,11:00,207-106(혜화관 106 106 강의실)
805,금,11:00,13:00,207-105(혜화관 105 105 강의실)
806,금,13:00,15:00,207-106(혜화관 106 106 강의실)
807,금,13:00,15:00,303-131(법학/만해관 B174 강의실)
808,금,17:00,18:50,207-106(혜화관 106 106 강의실)
809,화,09:00,11:00,207-114(혜화관 114 114 강의실)
811,화,13:00,15:00,207-107(혜화관 107 107 강의실)
812,월,10:30,12:30,102-458(학술/문화관 K458 458 강의실)
813,화,15:00,17:00,207-107(혜화관 107 107 강의실)
814,화,17:00,18:50,207-114(혜화관 114 114 강의실)
815,수,09:00,11:00,207-623(혜화관  623 강의실)
817,수,15:00,17:00,207-105(혜화관 105 105 강의실)
818,수,17:00,18:50,207-623(혜화관  623 강의실)
820,금,09:00,11:00,207-107(혜화관 107 107 강의실)
822,금,13:00,15:00,207-623(혜화관  623 강의실)
823,금,15:00,17:00,207-106(혜화관 106 106 강의실)
825,월,11:00,13:00,1104-845(상영바이오관 845 세미나실1(고양캠퍼스))
826,화,11:00,13:00,1102-219(종합강의동 219 강의실)
829,목,10:00,12:00,207-113(혜화관 113 113 강의실)
830,수,14:00,16:00,207-106(혜화관 106 106 강의실)
831,금,18:00,19:40,207-112(혜화관 112 112 강의실)
832,목,12:00,14:00,207-625(혜화관  625 강의실)
833,목,14:00,16:00,207-114(혜화관 114 114 강의실)
834,금,10:00,12:00,207-114(혜화관 114 114 강의실)
835,금,12:00,14:00,207-114(혜화관 114 114 강의실)
836,월,13:00,15:00,102-439(학술/문화관 K439 439 강의실)
837,월,15:00,17:00,102-439(학술/문화관 K439 439 강의실)
838,화,14:00,16:00,207-112(혜화관 112 112 강의실)
839,목,09:00,11:00,102-439(학술/문화관 K439 439 강의실)
840,목,14:00,16:00,102-439(학술/문화관 K439 439 강의실)
841,목,16:00,18:00,102-439(학술/문화관 K439 439 강의실)
842,월,09:00,11:00,102-441(학술/문화관 K441 441 강의실)
843,월,13:00,15:00,207-112(혜화관 112 112 강의실)
844,월,15:00,17:00,102-237(학술/문화관 K237 237 강의실)
845,목,10:00,12:00,207-104(혜화관 104 104 강의실)
846,목,12:00,14:00,207-106(혜화관 106 106 강의실)
847,화,09:00,10:30,102-454(학술/문화관 K454 454 강의실)
847,금,09:00,10:30,102-454(학술/문화관 K454 454 강의실)
848,화,09:00,10:30,102-219(학술/문화관 K219 219 강의실)
848,금,09:00,10:30,102-219(학술/문화관 K219 219 강의실)
849,월,09:00,10:30,102-458(학술/문화관 K458 458 강의실)
849,목,09:00,10:30,102-458(학술/문화관 K458 458 강의실)
850,월,09:00,10:30,102-460(학술/문화관 K460 460 강의실)
850,목,09:00,10:30,102-460(학술/문화관 K460 460 강의실)
851,화,10:30,12:00,102-219(학술/문화관 K219 219 강의실)
851,금,10:30,12:00,102-219(학술/문화관 K219 219 강의실)
852,월,10:00,12:00,202-174(사회과학/경영관 L101 강의실)
853,화,09:00,11:00,202-174(사회과학/경영관 L101 강의실)
854,수,09:00,11:00,202-174(사회과학/경영관 L101 강의실)
855,목,09:00,11:00,201-226(사회과학/경영관 M216 강의실)
856,금,09:00,11:00,202-174(사회과학/경영관 L101 강의실)
857,수,11:30,13:30,202-174(사회과학/경영관 L101 강의실)
858,월,13:30,16:30,408-221(정보문화관Q Q201 (Q) 공용컴퓨터실)
859,목,13:30,16:30,408-221(정보문화관Q Q201 (Q) 공용컴퓨터실)
860,금,13:00,16:00,1104-151(상영바이오관  컴퓨터실)
861,월,09:00,12:00,1104-151(상영바이오관  컴퓨터실)
866,수,10:00,12:00,407-106(정보문화관P P303 정보 PBL_스마트)
867,금,10:00,12:00,501-415(학림관 J415 강의실)
868,월,16:30,18:25,407-106(정보문화관P P303 정보 PBL_스마트)
869,수,09:00,11:00,102-454(학술/문화관 K454 454 강의실)
870,화,12:00,14:00,407-B122(정보문화관P P205 강의실)
871,화,13:30,15:30,407-105(정보문화관P P301 정보 PBL)
872,화,12:00,14:00,405-325(원흥관 E325 원흥 PBL)
873,수,16:00,18:00,102-441(학술/문화관 K441 441 강의실)
874,화,16:00,18:00,102-458(학술/문화관 K458 458 강의실)
875,금,16:00,18:00,102-362(학술/문화관 K362 362 강의실)
876,목,16:00,18:00,102-344(학술/문화관 K344 344 강의실)
877,목,16:00,18:00,102-342(학술/문화관 K342 342 강의실)
878,수,16:00,18:00,102-362(학술/문화관 K362 362 강의실)
879,화,16:00,18:00,102-342(학술/문화관 K342 342 강의실)
880,금,16:00,18:00,102-315(학술/문화관 K315 315 강의실)
881,화,16:00,18:00,102-357(학술/문화관 K357 357 강의실)
882,월,11:00,12:30,102-460(학술/문화관 K460 460 강의실)
882,목,11:00,12:30,102-460(학술/문화관 K460 460 강의실)
883,화,14:00,15:30,102-243(학술/문화관 K243 243 강의실_스마트)
883,목,14:00,15:30,102-243(학술/문화관 K243 243 강의실_스마트)
884,화,14:00,15:30,102-219(학술/문화관 K219 219 강의실)
884,목,14:00,15:30,102-219(학술/문화관 K219 219 강의실)
885,수,09:00,11:00,102-356(학술/문화관 K356 356 강의실)
886,수,12:00,14:00,102-241(학술/문화관 K241 241 강의실)
887,금,09:00,11:00,102-439(학술/문화관 K439 439 강의실)
888,화,09:00,11:00,102-362(학술/문화관 K362 362 강의실)
889,월,14:00,16:00,102-219(학술/문화관 K219 219 강의실)
890,월,09:00,11:00,102-443(학술/문화관 K443 443 강의실)
891,목,09:00,11:00,102-352(학술/문화관 K352 352 강의실)
892,수,14:00,16:00,102-462(학술/문화관 K462 462 강의실)
893,화,12:30,14:00,102-454(학술/문화관 K454 454 강의실)
893,금,12:30,14:00,102-454(학술/문화관 K454 454 강의실)
894,화,11:00,12:30,102-454(학술/문화관 K454 454 강의실)
894,금,11:00,12:30,102-454(학술/문화관 K454 454 강의실)
895,월,12:30,14:00,102-460(학술/문화관 K460 460 강의실)
895,목,12:30,14:00,102-460(학술/문화관 K460 460 강의실)
896,수,10:30,13:30,102-445(학술/문화관 K445 445 강의실)
897,수,12:00,13:30,202-397(사회과학/경영관 L308 강의실)
897,금,12:00,13:30,202-397(사회과학/경영관 L308 강의실)
898,수,13:30,15:00,202-397(사회과학/경영관 L308 강의실)
898,금,13:30,15:00,202-397(사회과학/경영관 L308 강의실)
899,수,16:30,18:00,202-256(사회과학/경영관 210 MBA 206 강의실)
899,금,16:30,18:00,202-256(사회과학/경영관 210 MBA 206 강의실)
900,화,10:30,13:30,202-397(사회과학/경영관 L308 강의실)
901,월,13:30,15:00,202-385(사회과학/경영관 L304 강의실_스마트)
901,월,15:00,16:30,202-385(사회과학/경영관 L304 강의실_스마트)
901,수,13:30,15:00,202-385(사회과학/경영관 L304 강의실_스마트)
902,화,13:30,15:00,202-397(사회과학/경영관 L308 강의실)
902,화,15:00,16:30,202-397(사회과학/경영관 L308 강의실)
902,목,13:30,15:00,202-397(사회과학/경영관 L308 강의실)
903,화,15:00,18:00,202-360(사회과학/경영관 L310 강의실)
904,목,17:30,20:05,202-571(사회과학/경영관 L501 강의실)
905,월,18:00,20:30,202-394(사회과학/경영관 L307 강의실)
906,목,13:30,16:30,202-174(사회과학/경영관 L101 강의실)
907,목,18:00,20:30,202-385(사회과학/경영관 L304 강의실_스마트)
908,목,10:00,13:00,202-397(사회과학/경영관 L308 강의실)
909,월,17:30,20:05,201-214(사회과학/경영관 M211 강의실)
910,화,14:00,17:00,102-211(학술/문화관 K211 (K) 공용컴퓨터실)
911,수,10:00,13:00,102-338(학술/문화관 K338 338 강의실)
912,목,10:00,13:00,102-338(학술/문화관 K338 338 강의실)
913,화,10:00,13:00,102-B245(학술/문화관  무용실2)
914,화,10:00,13:00,102-B241(학술/문화관  연습실4)
915,화,10:00,13:00,102-B255(학술/문화관  무용실1)
916,화,10:00,13:00,102-B240(학술/문화관  연습실3)
917,월,14:00,17:00,102-B255(학술/문화관  무용실1)
918,월,14:00,17:00,102-B240(학술/문화관  연습실3)
919,목,10:00,13:00,102-339(학술/문화관 K339 339 강의실)
920,목,14:00,17:00,102-339(학술/문화관 K339 339 강의실)
921,월,10:00,13:00,102-239(학술/문화관 K239 239 강의실)
922,목,14:00,17:00,102-237(학술/문화관 K237 237 강의실)
923,월,10:30,12:00,202-374(사회과학/경영관 L301 강의실)
923,수,10:30,12:00,202-374(사회과학/경영관 L301 강의실)
924,월,13:30,15:00,202-374(사회과학/경영관 L301 강의실)
924,수,13:30,15:00,202-374(사회과학/경영관 L301 강의실)
925,월,16:30,18:00,201-122(사회과학/경영관 M122 강의실)
925,수,16:30,18:00,201-122(사회과학/경영관 M122 강의실)
926,화,10:30,12:00,102-437(학술/문화관 K437 437 강의실)
926,목,10:30,12:00,102-437(학술/문화관 K437 437 강의실)
927,금,10:00,13:00,202-374(사회과학/경영관 L301 강의실)
