url,title,date,administrator
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751858,2023학년도 2학기  학교현장실습Ⅲ(종합실습) 시행 안내,2023.08.31.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751814,2023학년도 2학기 학부 졸업 외국어패스제 모의영어시험 일정 안내,2023.08.29.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751802,2023학년도 2학기 등록금 납부 재안내,2023.08.29.,문해은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751745,2023학년도 제 2학기 Global Lounge 운영 안내,2023.08.24.,박은미
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751708,2023년 9월 1일자 학기초 수료 신청 안내,2023.08.21.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751675,2023학년도 후기 신입생 영어레벨테스트 결과 확인 안내,2023.08.17.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751663,[다르마칼리지] 개인적 사유 등으로 인한 교양교과목 수강신청 관련,2023.08.16.,이준호
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751650,2023학년도 2학기 사이버강좌(일반교양) 시험일정,2023.08.14.,이준호
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751646,동국대학교 온라인 교육봉사(도반8기) 참가자 모집,2023.08.14.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751640,2023학년도 2학기 광운대학교 수학 안내,2023.08.14.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751631,[창업교육센터] 2023-2학기 창업대체학점 인정제 시행 안내,2023.08.11.,임혜주
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751619,2023년 가을 졸업대상자 졸업심사 판정 결과 확인 및 uDRIMS 영문성명 입력 안내,2023.08.10.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751564,2023학년도(제4회) 좋은 수업 경연대회 사전교육 특강 안내,2023.08.07.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751557,2023학년도 2학기 건국대학교 수학 안내,2023.08.07.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751547,2023학년도 후기 신입생 영어레벨테스트 안내,2023.08.04.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751525,2023-2학기 학석사연계과정 모집(2차),2023.08.02.,장연수
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751519,2023학년도 2학기 한성대학교 수학 안내,2023.08.02.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751507,2023학년도 2학기 평택대학교 수학 안내,2023.08.01.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751506,2023학년도 2학기 서경대학교 수학 안내,2023.08.01.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751502,2023학년도 2학기 등록금 납부 안내,2023.07.31.,문해은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751500,2023학년도 2학기 전액장학생 등록 절차 안내,2023.07.31.,문해은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751499,2023학년도 2학기 등록금 신용카드 납부 안내,2023.07.31.,문해은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751498,2023학년도 2학기 초과학기생 등록금 납부 안내,2023.07.31.,문해은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751497,2023학년도 2학기 등록금 분할납부 안내,2023.07.31.,문해은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751484,2023학년도 2학기 세종대학교 수학 안내,2023.07.31.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751480,2023학년도 2학기 국민대학교 수학 안내,2023.07.31.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751479,2023학년도 2학기 숙명여자대학교 수학 안내,2023.07.31.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751478,2023학년도 2학기 홍익대학교 수학 안내,2023.07.31.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751440,2023학년도 2학기 교양교과목 수강신청 관련 FAQ,2023.07.27.,이준호
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751437,징계 공고(유고결석을 위한 증빙서류 위조),2023.07.27.,신병수
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751412,2023학년도 2학기 성공회대학교 수학 안내,2023.07.20.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751370,2023-2학기 학부 수강신청 시행 안내,2023.07.19.,지현종
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751363,2023-2 온라인공동강의네트워크 협력 대학 간 공동교과목 제도 시행 안내,2023.07.19.,지현종
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751362,2023-2학기 글로벌 공동 교과목 프로그램(GTTP) 안내,2023.07.19.,지현종
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751350,2023학년도 2학기 경남대학교 수학 안내,2023.07.18.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751340,2023학년도 2학기 연구실 인턴십 학점제도 운영안내,2023.07.17.,전누리
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751338,2023학년도 2학기 충북대학교 수학 안내,2023.07.17.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751334,2023학년도 2학기 경희대학교 수학 안내,2023.07.17.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751328,2023학년도 2학기 서울과학기술대학교 수학 안내,2023.07.17.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751303,2023학년도 2학기 학부생 휴학 신청 안내,2023.07.14.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751298,2023학년도 2학기 아주대학교 수학 안내,2023.07.14.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751296,2023학년도 2학기 복학 신청(2차) 안내,2023.07.14.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751289,2023학년도 2학기 추계예술대학교 수학 안내,2023.07.13.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751288,2023학년도 2학기 가톨릭대학교 수학 안내,2023.07.13.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751287,2023학년도 2학기 대구대학교 수학 안내,2023.07.13.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751274,2023학년도(제4회) 좋은 수업 경연대회 개최안내(신청기간 연장),2023.07.13.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751272,2023년 가을 졸업예정자 대상 선택적 수료 제도 시행 안내,2023.07.12.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751271,2023학년도 2학기 성신여자대학교 수학 안내,2023.07.12.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751267,2023학년도 2학기 상명대학교 수학 안내,2023.07.12.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751265,2023학년도 2학기 조선대학교 수학 안내,2023.07.12.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751258,2023학년도 2학기 한국외국어대학교 수학 안내(수정),2023.07.12.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751257,※2023-1학기 마일리지 확인 안내,2023.07.12.,신영은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751221,2023 - 2학기 현장실습 참가학생 모집,2023.07.10.,이소윤
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751211,2023학년도 2학기 부산대학교 수학 안내,2023.07.10.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751208,2023학년도 2학기 제주대학교 수학 안내,2023.07.10.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751205,2023학년도 가을 졸업대상자(교원자격취득예정자) 대상 교사자격취득 결격사유 조회 절차 안내,2023.07.10.,김수혜
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751204,2023학년도 가을 졸업대상자(교원자격취득예정자) 대상 교원자격 무시험검정 신청 안내,2023.07.10.,김수혜
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751181,2023학년도 2학기 전남대학교 수학 안내,2023.07.07.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751179,2023학년도 2학기 동덕여자대학교 수학 안내,2023.07.07.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751177,2023학년도 2학기 강원대학교 수학 안내,2023.07.07.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751172,2023학년도 2학기 한양대학교 수학 안내,2023.07.06.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751171,2023학년도 2학기 경상국립대학교 수학 안내,2023.07.06.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751170,2023학년도 2학기 숭실대학교 수학 안내,2023.07.06.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751169,2023학년도 2학기 중앙대학교 수학 안내,2023.07.06.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751168,2023학년도 2학기 전북대학교 수학 안내,2023.07.06.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751167,2023학년도 2학기 서울시립대학교 수학 안내,2023.07.06.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751165,2023학년도 2학기 서울대학교 수학 안내,2023.07.06.,허선이
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751101,[과학영재교육원] 2023년도 하계 캠프 교육봉사자 모집,2023.07.03.,방애라
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751074,2023학년도 2학기 현장실습 교과목 운영 안내,2023.06.30.,이소윤
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751048,2023년 8월 학부 졸업예정자 외국어패스 성적 추가접수 일정 안내,2023.06.30.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751036,2023학년도 여름계절학기 강의평가 시행 안내,2023.06.29.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26751031,2023-2학기 희망강의신청 전 핵심역량진단 필수 안내,2023.06.29.,신영은
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750998,6월 29일 모의토익 고사장 및 성적 확인 방법 안내,2023.06.28.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750939,제10회 EAS 영어 발표 경진대회 수상자 안내,2023.06.23.,박은미
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750900,[국제교류] 2023 동국 재패니즈 서머스쿨 ‘재학생 Buddy’ 선발,2023.06.21.,정재훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750899,6월 22일 모의토익 고사장 및 성적 확인 방법 안내,2023.06.21.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750882,2023학년도 2학기 복학 신청(1차) 안내,2023.06.19.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750863,2023학년도 교직과정 이수예정자 선발 결과 안내,2023.06.19.,김수혜
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750862,6월 20일 모의토익 고사장 및 성적 확인 방법 안내,2023.06.19.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750828,2023학년도 가을 조기졸업 취소 관련 안내,2023.06.16.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750747,6월 13일 모의토익 고사장 및 성적 확인 방법 안내,2023.06.12.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750725,2023학년도 여름계절학기 최종 개설·폐강 교과목 및 폐강대체신청 안내,2023.06.09.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750712,제10회 EAS 영어발표 경진대회(Presentation Competition) 결선 진출자 안내,2023.06.09.,박은미
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750697,2023학년도 2학기 학사·석박사통합과정 모집 안내(6.26~6.30),2023.06.09.,장연수
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750696,2023학년도 2학기 학석사연계과정 모집 안내(6.26~6.30),2023.06.09.,장연수
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750691,2023학년도 2학기 전과(전공변경)제도 추가 신청 안내,2023.06.09.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750610,2023학년도 여름계절학기 수강료 납부기간 재연장 안내 <추후 연장 불가>,2023.06.05.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750608,6월 7일 모의토익 고사장 및 성적 확인 방법 안내,2023.06.05.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750605,2023-1학기 인공지능세미나 안내(6/9),2023.06.05.,김은영
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750578,2023학년도 여름계절학기 수강료 납부 기간 연장 안내,2023.06.01.,송민정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752461,공지2024학년도 1학기 학기제현장실습(IPP/일학습병행) 참여 학생 모집 설명회 개최,2023.10.13.,박소원
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752375,공지2023학년도 2학기 성인지 교육 시행 안내,2023.10.10.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752188,공지2024학년도 봄 조기졸업 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752186,공지2023학년도 2학기 복수·연계·융합전공 포기 신청 안내,2023.09.22.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752179,공지2023학년도 2학기 교직복수(연계)전공 포기 신청 안내,2023.09.22.,박소정
https://www.dongguk.edu/article/HAKSANOTICE/detail/26752159,공지2023-2학기 응급처치 및 심폐소생술 실습 안내,2023.09.20.,김주성
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750556,2023학년도 2학기 교직복수(연계)전공 이수예정자 선발 안내,2023.05.31.,김수혜
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750552,2023학년도 2학기 전과(전공변경)제도 시행 안내,2023.05.30.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750546,2023학년도 2학기 나노디그리 신청 안내,2023.05.30.,박혜인
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750543,2023-1학기 2차 강의평가(학부) 시행 안내,2023.05.30.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750541,2023학년도 교직과정 이수예정자 선발 고사 안내,2023.05.30.,김수혜
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750529,마이크로디그리 교육과정 이수자 모집 안내,2023.05.26.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750521,2023학년도 1학기 ‘연구실인턴십’학점제도 운영 안내-->결과보고서 제출 방법 변경안내,2023.05.26.,전누리
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750520,5월 30일 모의토익 고사장 및 성적 확인 방법 안내,2023.05.26.,박수빈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750519,2023학년도 2학기 복수·연계·융합전공 신청 안내,2023.05.25.,신상훈
https://www.dongguk.edu/article/HAKSANOTICE/detail/26750501,2023학년도 가을 졸업연기 신청 안내,2023.05.24.,신상훈
